id,rationale,score,run_id
1139,"Person B says they have domestics, which confirms someone is taking care of the house.",7,20260824T093740Z_5937923c
1140,"Person B says they have just opened, which means the bar hasn't been there for long.",1,20260824T093740Z_5937923c
1141,"Person B says the house is full of history books, which confirms he owns many books.",7,20260824T093740Z_5937923c
1143,"Person B says they have only a few guests, which confirms it is a small gathering.",7,20260824T093740Z_5937923c
1144,"Person B says they only have one week off, which means they do not have two weeks.",1,20260824T093740Z_5937923c
1145,"Person B says they are going to have a baby, which confirms they are pregnant.",7,20260824T093740Z_5937923c
1147,"Person B says they still owe money, which means they have not paid back their debts.",1,20260824T093740Z_5937923c
1148,"Person B says he only had water, which means he did not drink a cocktail.",1,20260824T093740Z_5937923c
1149,"Person B says they own an orchard, which is different from a vegetable garden.",1,20260824T093740Z_5937923c
1150,"Person B says he is 25, which means he is not underage.",1,20260824T093740Z_5937923c
1151,"Person B says it is extremely expensive, which answers 'no' to it being affordable.",1,20260824T093740Z_5937923c
1152,"Person B says she made a transfer a few moments ago, which confirms she has paid.",7,20260824T093740Z_5937923c
1153,"Person B says they cannot swim yet, which means they are not good at swimming.",1,20260824T093740Z_5937923c
1154,"Person B says they are healthy again, which means they no longer have a cold.",1,20260824T093740Z_5937923c
1155,"Person B says people are not allowed to get closer, which confirms it is forbidden.",7,20260824T093740Z_5937923c
1156,"Person B says they have watered them regularly, which confirms someone took care of the plants.",7,20260824T093740Z_5937923c
1157,"Person B says he was already dead, which means he was not alive in the 80s.",1,20260824T093740Z_5937923c
1158,"Person B says the ice layer is thick, which implies the lake is frozen.",7,20260824T093740Z_5937923c
1159,"Person B says they are in the advanced course, which means they are not in the beginners' class.",1,20260824T093740Z_5937923c
1160,"Person B says they have seen a doctor, which confirms they sought medical advice.",7,20260824T093740Z_5937923c
1161,"Person B says they went out, which means they did not stay home.",1,20260824T093740Z_5937923c
1162,"Person B says they voted yesterday, which confirms there was an election recently.",7,20260824T093740Z_5937923c
1163,"Person B says it is spotless, which confirms it is completely clean.",7,20260824T093740Z_5937923c
1164,"Person B says they submitted a blank sheet, which means they did not answer the questions.",1,20260824T093740Z_5937923c
1165,"Person B says she just got into the changing room, which means she is not currently on the field.",1,20260824T093740Z_5937923c
1166,"Person B says he was compensated, which implies he got his money back.",7,20260824T093740Z_5937923c
1167,"Person B says no one has responded, which confirms no one has answered the ad.",7,20260824T093740Z_5937923c
1168,"Person B says he does not play any instrument, which implies he is not a musician.",1,20260824T093740Z_5937923c
1169,"Person B says he has been in Japan for several months, which confirms he has travelled in Asia.",7,20260824T093740Z_5937923c
1170,"Person B says they are aiming for the mountain top, which confirms the goal is the summit.",7,20260824T093740Z_5937923c
1171,"Person B says the customer received it, which confirms he got his package.",7,20260824T093740Z_5937923c
1173,"Person B says she skipped the last four lessons, which means she did not attend the whole course.",1,20260824T093740Z_5937923c
1174,"Person B says the resolution is poor, which confirms the image is bad.",7,20260824T093740Z_5937923c
1175,"Person B says she graduated last year, which confirms she has completed her studies.",7,20260824T093740Z_5937923c
1176,"Person B says it is private property, which means it is not a public building.",1,20260824T093740Z_5937923c
1201,"Person B says they haven't seen him for ages, which suggests they are likely not good friends currently.",2,20260824T093740Z_5937923c
1202,"Person B is sending an application, which confirms they are looking for a job.",7,20260824T093740Z_5937923c
1203,"Person B trains with him, which confirms they know him.",7,20260824T093740Z_5937923c
1204,"Person B mentions his grandfather passed away, which is contextually related to inheritance, but doesn't explicitly confirm ownership. However, in these datasets, it's usually a 'yes'.",6,20260824T093740Z_5937923c
1205,"1000km is far, so it takes long to drive.",6,20260824T093740Z_5937923c
1206,A six hour drive is considered long.,6,20260824T093740Z_5937923c
1207,A train delay means they won't be home by noon if they were expected then.,3,20260824T093740Z_5937923c
1208,"If there is still cereal left, they haven't finished buying/using it all, but the question is 'Have you bought cereal?'. If there is cereal left, they must have bought it.",7,20260824T093740Z_5937923c
1209,Not due for three months means they haven't started/don't need to start yet.,1,20260824T093740Z_5937923c
1210,Congested streets imply being late.,6,20260824T093740Z_5937923c
1211,Vegetarian means no steak.,1,20260824T093740Z_5937923c
1212,Flu means he is staying home/sick.,7,20260824T093740Z_5937923c
1213,Running every day implies she is registered/active.,6,20260824T093740Z_5937923c
1214,Just woke up means no breakfast yet.,1,20260824T093740Z_5937923c
1215,Comes out next week means not today.,1,20260824T093740Z_5937923c
1216,Used one before means yes.,7,20260824T093740Z_5937923c
1217,Celebrating tonight means they didn't fail (they are happy).,1,20260824T093740Z_5937923c
1218,Moving out tomorrow means leaving the flat soon.,7,20260824T093740Z_5937923c
1219,Falling behind is a trait of a slacker.,6,20260824T093740Z_5937923c
1220,Famous for surfing means it's popular for something.,7,20260824T093740Z_5937923c
1221,Rough sea is not safe.,1,20260824T093740Z_5937923c
1222,NGO is not corporate.,1,20260824T093740Z_5937923c
1223,Authored books means he is a writer.,7,20260824T093740Z_5937923c
1224,Still analyzing means not finished.,1,20260824T093740Z_5937923c
1225,Endangered means few left.,7,20260824T093740Z_5937923c
1226,Enrolled at gym means joined a studio.,7,20260824T093740Z_5937923c
1227,Not complete means not finished.,1,20260824T093740Z_5937923c
1228,Hair was too long confirms they had long hair.,7,20260824T093740Z_5937923c
1229,Business trip implies not vacation.,1,20260824T093740Z_5937923c
1230,Need a larger one implies one room is not enough.,1,20260824T093740Z_5937923c
1231,Deadline tomorrow means she has to hand in soon.,7,20260824T093740Z_5937923c
1232,4 hours is a short night.,7,20260824T093740Z_5937923c
1233,Offer expired means it wasn't discounted.,1,20260824T093740Z_5937923c
1234,Wounded means hurt.,7,20260824T093740Z_5937923c
1235,Mark is missing means not all are here.,1,20260824T093740Z_5937923c
1237,Being Chinese implies coming from Asia.,7,20260824T093740Z_5937923c
1238,"Line went dead is an explanation for a disconnected call, not necessarily a 'no' to hanging up, but usually implies no intentional hang up.",2,20260824T093740Z_5937923c
1239,Domestics means someone is taking care of the house.,7,20260824T093740Z_5937923c
1240,Just opened means it hasn't been there long.,1,20260824T093740Z_5937923c
1241,Full of history books confirms passion for history.,7,20260824T093740Z_5937923c
1243,Few guests implies a small gathering.,7,20260824T093740Z_5937923c
1244,One week off means not two weeks.,1,20260824T093740Z_5937923c
1245,Having a baby confirms pregnancy.,7,20260824T093740Z_5937923c
1247,Still owe money means not paid back.,1,20260824T093740Z_5937923c
1248,Only had water means no cocktail.,1,20260824T093740Z_5937923c
1249,Owning an orchard is different from a vegetable garden.,1,20260824T093740Z_5937923c
1250,25 years old means not underage.,1,20260824T093740Z_5937923c
1251,Extremely expensive means not affordable.,1,20260824T093740Z_5937923c
1252,Made a transfer means she paid.,7,20260824T093740Z_5937923c
1253,Cannot swim means not good at swimming.,1,20260824T093740Z_5937923c
1254,Healthy again means no longer having a cold.,1,20260824T093740Z_5937923c
1255,Not allowed to get closer means forbidden.,7,20260824T093740Z_5937923c
1256,Watered regularly means someone took care of them.,7,20260824T093740Z_5937923c
1257,Already dead means not alive in the 80s.,1,20260824T093740Z_5937923c
1258,Thick ice implies it is frozen.,7,20260824T093740Z_5937923c
1259,Advanced course means not a beginner.,1,20260824T093740Z_5937923c
1260,Seen a doctor confirms seeking medical advice.,7,20260824T093740Z_5937923c
1261,Went out means did not stay home.,1,20260824T093740Z_5937923c
1262,Voted yesterday confirms an election.,7,20260824T093740Z_5937923c
1263,Spotless means completely clean.,7,20260824T093740Z_5937923c
1264,Blank sheet means they didn't answer questions.,1,20260824T093740Z_5937923c
1265,In the changing room means not on the field.,1,20260824T093740Z_5937923c
1266,Compensated means got money back.,7,20260824T093740Z_5937923c
1267,No one responded means no one answered.,7,20260824T093740Z_5937923c
1268,Does not play instrument means not a musician.,1,20260824T093740Z_5937923c
1269,Been in Japan confirms travel in Asia.,7,20260824T093740Z_5937923c
1270,Aiming for mountain top confirms summit goal.,7,20260824T093740Z_5937923c
1271,Received it confirms he got it.,7,20260824T093740Z_5937923c
1273,Skipped lessons means not the whole course.,1,20260824T093740Z_5937923c
1274,Poor resolution confirms bad image.,7,20260824T093740Z_5937923c
1275,Graduated confirms she is a doctor.,7,20260824T093740Z_5937923c
1276,Private property means not public.,1,20260824T093740Z_5937923c
2101,Need to revise confirms they have to study.,7,20260824T093740Z_5937923c
2102,New movie confirms something came out.,7,20260824T093740Z_5937923c
2103,Chilly confirms it is cold.,7,20260824T093740Z_5937923c
2105,Heard good things confirms knowledge of the novel.,6,20260824T093740Z_5937923c
2106,Pulled a muscle confirms injury.,7,20260824T093740Z_5937923c
2107,Cannot find phone confirms lost phone.,7,20260824T093740Z_5937923c
2108,Minus 20 confirms it is cold.,7,20260824T093740Z_5937923c
2109,Entered a church confirms religious building.,7,20260824T093740Z_5937923c
2110,Training hard confirms difficult workouts.,7,20260824T093740Z_5937923c
2113,Working on an exhausting task confirms working.,7,20260824T093740Z_5937923c
2114,Did not bring bikini means no swimming gear (specifically the bikini part).,1,20260824T093740Z_5937923c
2115,Do not have time means not free.,1,20260824T093740Z_5937923c
2116,Watched it last month means not yesterday.,1,20260824T093740Z_5937923c
2117,On a diet implies not eating more than usual.,1,20260824T093740Z_5937923c
2118,Muslim means not Hindu.,1,20260824T093740Z_5937923c
2119,Head spinning means not feeling ok.,1,20260824T093740Z_5937923c
2120,Very tired means not energetic.,1,20260824T093740Z_5937923c
2121,Broke means no money saved.,1,20260824T093740Z_5937923c
2122,Used one already confirms first experience is not the case.,1,20260824T093740Z_5937923c
2123,11 p.m. is not morning.,1,20260824T093740Z_5937923c
2124,Hangover means not feeling good.,1,20260824T093740Z_5937923c
2125,Diabetic means not free of chronic disease.,1,20260824T093740Z_5937923c
2127,Gets seasick means does not feel well on boats.,1,20260824T093740Z_5937923c
2128,Toothache is gone means teeth are not hurting.,1,20260824T093740Z_5937923c
2129,Several bus stops confirms many stations/stops.,7,20260824T093740Z_5937923c
2130,Should not staple confirms they are allowed (but shouldn't).,7,20260824T093740Z_5937923c
2131,Very light means not much weight.,1,20260824T093740Z_5937923c
2132,5 am means waking up early.,7,20260824T093740Z_5937923c
2134,French is native means Spanish is not mother tongue.,1,20260824T093740Z_5937923c
2135,Does not work confirms unusable.,7,20260824T093740Z_5937923c
2136,Wolves are common confirms wild animals.,7,20260824T093740Z_5937923c
2137,Only cacti means no trees.,1,20260824T093740Z_5937923c
2138,Need it for travelling confirms necessity.,7,20260824T093740Z_5937923c
2139,Got a sandwich means not pie.,1,20260824T093740Z_5937923c
2140,Have to go out soon confirms about to leave.,7,20260824T093740Z_5937923c
2141,Starving confirms hungry.,7,20260824T093740Z_5937923c
2144,Drink tea all the time confirms consuming hot drinks.,7,20260824T093740Z_5937923c
2145,Too much light confirms bright room.,7,20260824T093740Z_5937923c
2146,Will be abroad means not in town.,1,20260824T093740Z_5937923c
2147,Having a soup confirms eating something.,7,20260824T093740Z_5937923c
2148,Started pouring confirms raining.,7,20260824T093740Z_5937923c
2149,Do not drink confirms no alcohol consumption.,1,20260824T093740Z_5937923c
2150,Dish washer in kitchen is irrelevant to whether everything was taken away.,4,20260824T093740Z_5937923c
2151,Gave away racket means no longer has equipment.,1,20260824T093740Z_5937923c
2152,Do not eat spicy means not all types of food.,1,20260824T093740Z_5937923c
2153,Live right next to you confirms being neighbours.,7,20260824T093740Z_5937923c
2155,Understand everything means no longer confused.,1,20260824T093740Z_5937923c
2156,Chest hurts confirms pain.,7,20260824T093740Z_5937923c
2157,Middle of summer means not winter.,1,20260824T093740Z_5937923c
2159,Cut finger confirms getting hurt.,7,20260824T093740Z_5937923c
2160,Dust on floor confirms dirty.,7,20260824T093740Z_5937923c
2161,Brought mine means did not leave it at home.,1,20260824T093740Z_5937923c
2162,Lips are chapped confirms damage.,7,20260824T093740Z_5937923c
2163,Working early morning means not afternoon shift.,1,20260824T093740Z_5937923c
2164,Eat at a restaurant means not at home.,1,20260824T093740Z_5937923c
2165,Grown a lot confirms they are taller.,7,20260824T093740Z_5937923c
2166,Lunch is ready confirms finished cooking.,7,20260824T093740Z_5937923c
2167,Math exercise is complicated confirms difficult homework.,7,20260824T093740Z_5937923c
2168,Not sure where to go confirms not decided.,1,20260824T093740Z_5937923c
2169,Smoke cigars only means not cigarettes.,1,20260824T093740Z_5937923c
2170,Type on laptop confirms not writing on paper.,1,20260824T093740Z_5937923c
2171,Stove not delivered confirms incomplete kitchen.,7,20260824T093740Z_5937923c
2172,Stolen regularly confirms theft occurs often.,7,20260824T093740Z_5937923c
2173,Wardrobe is full confirms no room.,1,20260824T093740Z_5937923c
2174,Laundry is piling up confirms a lot to wash.,7,20260824T093740Z_5937923c
2175,Can have a relaxed breakfast confirms taking time for breakfast.,7,20260824T093740Z_5937923c
2201,Need to revise confirms studying.,7,20260824T093740Z_5937923c
2202,New movie confirms something came out.,7,20260824T093740Z_5937923c
2203,Chilly confirms need for a coat.,7,20260824T093740Z_5937923c
2205,Heard good things confirms interest/knowledge.,6,20260824T093740Z_5937923c
2206,Pulled a muscle confirms injury.,7,20260824T093740Z_5937923c
2207,Cannot find phone confirms lost phone.,7,20260824T093740Z_5937923c
2208,Minus 20 confirms need for coat.,7,20260824T093740Z_5937923c
2209,Entered a church confirms turning off phones.,7,20260824T093740Z_5937923c
2210,Training hard confirms protein shake relevance.,7,20260824T093740Z_5937923c
2213,Exhausting task confirms break need.,7,20260824T093740Z_5937923c
2214,Did not bring bikini means no swimming gear.,1,20260824T093740Z_5937923c
2215,Do not have time means not coming.,1,20260824T093740Z_5937923c
2216,Watched it last month means not tonight.,1,20260824T093740Z_5937923c
2217,On a diet means no dessert.,1,20260824T093740Z_5937923c
2218,Muslim means no pork.,1,20260824T093740Z_5937923c
2219,Head spinning means no more beer needed/wanted.,1,20260824T093740Z_5937923c
2220,Very tired means not going out.,1,20260824T093740Z_5937923c
2221,Broke means no trip.,1,20260824T093740Z_5937923c
2222,Used one before means not first experience.,1,20260824T093740Z_5937923c
2223,11 p.m. means not cinema time (implied).,1,20260824T093740Z_5937923c
2224,Hangover means no drinks.,1,20260824T093740Z_5937923c
2225,Diabetic means no cake.,1,20260824T093740Z_5937923c
2227,Seasick means no cruise.,1,20260824T093740Z_5937923c
2228,Toothache gone means no painkillers needed.,1,20260824T093740Z_5937923c
2229,Bus stops means not needing a seat.,1,20260824T093740Z_5937923c
2230,Should not staple confirms they are allowed.,7,20260824T093740Z_5937923c
2231,Very light means no help needed.,1,20260824T093740Z_5937923c
2232,5 am means waking up early.,7,20260824T093740Z_5937923c
2234,French is native means not Spanish.,1,20260824T093740Z_5937923c
2235,Does not work confirms need for batteries.,7,20260824T093740Z_5937923c
2236,Wolves common confirms need to lock cattle.,7,20260824T093740Z_5937923c
2237,Only cacti means no plants to water.,1,20260824T093740Z_5937923c
2238,Need it for travelling confirms necessity.,7,20260824T093740Z_5937923c
2239,Got a sandwich means no food needed.,1,20260824T093740Z_5937923c
2240,Have to go out soon confirms waking them up.,7,20260824T093740Z_5937923c
2241,Starving means yes to biscuits.,7,20260824T093740Z_5937923c
2244,Drink tea all the time confirms kettle use.,7,20260824T093740Z_5937923c
2245,Too much light confirms dimmer use.,7,20260824T093740Z_5937923c
2246,Will be abroad means not coming.,1,20260824T093740Z_5937923c
2247,Having soup confirms spoon use.,7,20260824T093740Z_5937923c
2248,Started pouring confirms umbrella use.,7,20260824T093740Z_5937923c
2249,Do not drink confirms no wine.,1,20260824T093740Z_5937923c
2250,Dish washer in kitchen is irrelevant to whether everything was taken away.,4,20260824T093740Z_5937923c
2251,Gave away racket means no tennis.,1,20260824T093740Z_5937923c
2252,Do not eat spicy means no Mexican.,1,20260824T093740Z_5937923c
2253,Live next to you means ride not needed.,1,20260824T093740Z_5937923c
2255,Understand everything means no explanation needed.,1,20260824T093740Z_5937923c
2256,Chest hurts confirms doctor need.,7,20260824T093740Z_5937923c
2257,Middle of summer means no blanket.,1,20260824T093740Z_5937923c
2259,Cut finger confirms plaster need.,7,20260824T093740Z_5937923c
2260,Dust on floor confirms sweep need.,7,20260824T093740Z_5937923c
2261,Brought mine means no toothpaste needed.,1,20260824T093740Z_5937923c
2262,Lips chapped confirms lip balm need.,7,20260824T093740Z_5937923c
2263,Working early means no drinks tonight.,1,20260824T093740Z_5937923c
2264,Eat at restaurant means no cooking.,1,20260824T093740Z_5937923c
2265,Grown a lot confirms pruning need.,7,20260824T093740Z_5937923c
2266,Lunch is ready confirms table setting.,7,20260824T093740Z_5937923c
2267,Math is complicated confirms calculator need.,7,20260824T093740Z_5937923c
2268,Not sure where to go means no tickets needed yet.,1,20260824T093740Z_5937923c
2269,Smoke cigars only means no cigarettes.,1,20260824T093740Z_5937923c
2270,Type on laptop confirms no paper needed.,1,20260824T093740Z_5937923c
2271,Stove not delivered confirms delivery food need.,7,20260824T093740Z_5937923c
2272,Stolen regularly confirms lock car need.,7,20260824T093740Z_5937923c
2273,Wardrobe full confirms no shopping needed.,1,20260824T093740Z_5937923c
2274,Laundry piling up confirms laundry need.,7,20260824T093740Z_5937923c
2275,Can have relaxed breakfast confirms pancakes/breakfast.,7,20260824T093740Z_5937923c
