evaluator,CONDITION,response,mean,sd,sem
google/gemini-3.7-flash,direct,yes,1.0,0.0,0.0
google/gemini-3.7-flash,indirect,no,0.9857142857142858,0.11952286093343936,0.014285714285714285
google/gemini-3.7-flash,indirect,yes,1.0,0.0,0.0
google/gemma-3-27b-it,direct,no,0.8472222222222222,0.36229791733829814,0.042697219026612304
google/gemma-3-27b-it,direct,yes,0.8787878787878788,0.3288746085645837,0.04048166591345904
google/gemma-3-27b-it,indirect,no,0.8181818181818182,0.39167472590032004,0.06818181818181818
google/gemma-3-27b-it,indirect,yes,0.8181818181818182,0.39167472590032004,0.06818181818181818
google/gemma-4-26b-a4b-it,direct,no,0.9710144927536232,0.16899482177531733,0.020344585786499104
google/gemma-4-26b-a4b-it,direct,yes,0.9710144927536232,0.16899482177531733,0.0203445857864991
google/gemma-4-26b-a4b-it,indirect,no,0.9295774647887324,0.2576788511734176,0.030580853427707572
google/gemma-4-26b-a4b-it,indirect,yes,0.9552238805970149,0.20837290442824927,0.025456801952908704
human,direct,no,1.0,0.0,0.0
human,direct,yes,1.0,0.0,0.0
human,indirect,no,1.0,0.0,0.0
human,indirect,yes,1.0,0.0,0.0
meta-llama/llama-3.3-70b-instruct,direct,no,0.9836065573770492,0.12803687993289598,0.01639344262295082
meta-llama/llama-3.3-70b-instruct,direct,yes,0.8831168831168831,0.3233877407933398,0.036853453360788976
meta-llama/llama-3.3-70b-instruct,indirect,no,0.967741935483871,0.17812704394997525,0.02262215720381537
meta-llama/llama-3.3-70b-instruct,indirect,yes,0.881578947368421,0.3252529380101131,0.03730907073357322
meta-llama/llama-4-maverick,direct,no,0.9841269841269841,0.12598815766974242,0.015873015873015872
meta-llama/llama-4-maverick,direct,yes,0.9066666666666666,0.29285792761297375,0.03381632066833327
meta-llama/llama-4-maverick,indirect,no,0.9285714285714286,0.25939889105215735,0.031004097581515393
meta-llama/llama-4-maverick,indirect,yes,0.9411764705882353,0.23704354037838393,0.02874575161324829
meta-llama/llama-4-scout,direct,no,0.967741935483871,0.1796053020267749,0.03225806451612903
meta-llama/llama-4-scout,direct,yes,0.8536585365853658,0.3578390427102734,0.055885069450680974
meta-llama/llama-4-scout,indirect,no,1.0,0.0,0.0
meta-llama/llama-4-scout,indirect,yes,0.8571428571428571,0.3541688016605732,0.05464943254828614
mistralai/ministral-14b-2512,direct,no,0.9710144927536232,0.16899482177531733,0.020344585786499104
mistralai/ministral-14b-2512,direct,yes,0.9710144927536232,0.16899482177531733,0.020344585786499104
mistralai/ministral-14b-2512,indirect,no,0.8961038961038961,0.30712656333452054,0.03500032020366947
mistralai/ministral-14b-2512,indirect,yes,1.0,0.0,0.0
mistralai/mistral-large-2512,direct,no,0.9714285714285714,0.1678015193509294,0.02005611766180097
mistralai/mistral-large-2512,direct,yes,0.9852941176470589,0.12126781251816648,0.014705882352941176
mistralai/mistral-large-2512,indirect,no,0.9428571428571428,0.23379132809659064,0.027943408395532898
mistralai/mistral-large-2512,indirect,yes,0.9558823529411765,0.20688330616678682,0.02508828598537234
mistralai/mistral-small-2603,direct,no,0.8648648648648649,0.3442014512209155,0.04001260595662732
mistralai/mistral-small-2603,direct,yes,0.921875,0.27048970875004197,0.033811213593755246
mistralai/mistral-small-2603,indirect,no,0.9014084507042254,0.30023465001632066,0.03563129757936202
mistralai/mistral-small-2603,indirect,yes,0.9253731343283582,0.264771647515186,0.03234700505823378
openai/gpt-5.4,direct,no,1.0,0.0,0.0
openai/gpt-5.4,direct,yes,0.9857142857142858,0.11952286093343936,0.014285714285714285
openai/gpt-5.4,indirect,no,0.9315068493150684,0.2543383094362305,0.02976804751234086
openai/gpt-5.4,indirect,yes,0.9846153846153847,0.12403473458920845,0.015384615384615385
openai/gpt-5.4-mini,direct,no,0.9846153846153847,0.12403473458920845,0.015384615384615385
openai/gpt-5.4-mini,direct,yes,0.9315068493150684,0.2543383094362305,0.02976804751234086
openai/gpt-5.4-mini,indirect,no,0.881578947368421,0.3252529380101132,0.03730907073357322
openai/gpt-5.4-mini,indirect,yes,0.967741935483871,0.17812704394997528,0.022622157203815378
openai/gpt-5.4-nano,direct,no,0.9649122807017544,0.18563715383027588,0.024588241692166144
openai/gpt-5.4-nano,direct,yes,0.8271604938271605,0.3804643037391985,0.04227381152657761
openai/gpt-5.4-nano,indirect,no,0.7692307692307693,0.4240520956441317,0.04801444491787379
openai/gpt-5.4-nano,indirect,yes,0.85,0.36008473579027556,0.0464867394979745
openai/gpt-5.5,direct,no,1.0,0.0,0.0
openai/gpt-5.5,direct,yes,1.0,0.0,0.0
openai/gpt-5.5,indirect,no,0.9583333333333334,0.20122862059478241,0.023715020365230932
openai/gpt-5.5,indirect,yes,1.0,0.0,0.0
openai/gpt-5.6-luna,direct,no,1.0,0.0,0.0
openai/gpt-5.6-luna,direct,yes,0.971830985915493,0.16663312875171465,0.019775714084998976
openai/gpt-5.6-luna,indirect,no,0.8947368421052632,0.30893137828849315,0.035436859432849396
openai/gpt-5.6-luna,indirect,yes,0.9838709677419355,0.1270001270001905,0.016129032258064516
openai/gpt-5.6-sol,direct,no,1.0,0.0,0.0
openai/gpt-5.6-sol,direct,yes,0.9857142857142858,0.11952286093343936,0.014285714285714285
openai/gpt-5.6-sol,indirect,no,0.971830985915493,0.16663312875171463,0.019775714084998976
openai/gpt-5.6-sol,indirect,yes,1.0,0.0,0.0
openai/gpt-5.6-terra,direct,no,1.0,0.0,0.0
openai/gpt-5.6-terra,direct,yes,0.971830985915493,0.16663312875171465,0.019775714084998976
openai/gpt-5.6-terra,indirect,no,0.9558823529411765,0.2068833061667868,0.025088285985372334
openai/gpt-5.6-terra,indirect,yes,0.9428571428571428,0.23379132809659067,0.027943408395532904
qwen/qwen3.7-flash,direct,no,1.0,0.0,0.0
qwen/qwen3.7-flash,direct,yes,0.8961038961038961,0.30712656333452054,0.03500032020366947
qwen/qwen3.7-flash,indirect,no,0.8297872340425532,0.3798826441307215,0.05541157865632539
qwen/qwen3.7-flash,indirect,yes,0.6703296703296703,0.4726978140876299,0.04955219508596588
qwen/qwen3.7-max,direct,no,1.0,0.0,0.0
qwen/qwen3.7-max,direct,yes,1.0,0.0,0.0
qwen/qwen3.7-max,indirect,no,0.9452054794520548,0.22915369411186493,0.02682041124308386
qwen/qwen3.7-max,indirect,yes,1.0,0.0,0.0
qwen/qwen3.7-plus,direct,no,1.0,0.0,0.0
qwen/qwen3.7-plus,direct,yes,0.9857142857142858,0.11952286093343936,0.014285714285714285
qwen/qwen3.7-plus,indirect,no,0.9577464788732394,0.20259880963617724,0.024044055124812325
qwen/qwen3.7-plus,indirect,yes,0.9850746268656716,0.12216944435630522,0.014925373134328358
qwen/qwen3.8-2.4t-a95b,direct,no,1.0,0.0,0.0
qwen/qwen3.8-2.4t-a95b,direct,yes,1.0,0.0,0.0
qwen/qwen3.8-2.4t-a95b,indirect,no,0.971830985915493,0.16663312875171463,0.019775714084998976
qwen/qwen3.8-2.4t-a95b,indirect,yes,1.0,0.0,0.0
qwen/qwen3.8-27b,direct,no,1.0,0.0,0.0
qwen/qwen3.8-27b,direct,yes,0.9857142857142858,0.11952286093343936,0.014285714285714285
qwen/qwen3.8-27b,indirect,no,0.9444444444444444,0.2306688919537699,0.027184589618216293
qwen/qwen3.8-27b,indirect,yes,0.9848484848484849,0.12309149097933274,0.015151515151515152
qwen/qwen3.8-max,direct,no,1.0,0.0,0.0
qwen/qwen3.8-max,direct,yes,1.0,0.0,0.0
qwen/qwen3.8-max,indirect,no,0.8947368421052632,0.30893137828849315,0.035436859432849396
qwen/qwen3.8-max,indirect,yes,0.9838709677419355,0.1270001270001905,0.016129032258064516
