evaluator,CONDITION,response,SET,mean,sd,sem
google/gemini-2.5-pro,direct,no,2.0,1.0,0.0,0.0
google/gemini-2.5-pro,direct,yes,1.0,1.0,0.0,0.0
google/gemini-2.5-pro,direct,yes,2.0,1.0,0.0,0.0
google/gemini-2.5-pro,indirect,no,1.0,1.0,0.0,0.0
google/gemini-2.5-pro,indirect,no,2.0,0.9166666666666666,0.2803059552906941,0.04671765921511568
google/gemini-2.5-pro,indirect,yes,1.0,1.0,0.0,0.0
google/gemini-2.5-pro,indirect,yes,2.0,1.0,0.0,0.0
google/gemini-3.1-flash-lite,direct,no,1.0,1.0,0.0,0.0
google/gemini-3.1-flash-lite,direct,no,2.0,1.0,0.0,0.0
google/gemini-3.1-flash-lite,direct,yes,1.0,0.9473684210526315,0.22629428592141426,0.036709780655942936
google/gemini-3.1-flash-lite,direct,yes,2.0,0.9166666666666666,0.2803059552906941,0.04671765921511568
google/gemini-3.1-flash-lite,indirect,no,1.0,0.8571428571428571,0.35416880166057313,0.05464943254828613
google/gemini-3.1-flash-lite,indirect,no,2.0,0.8421052631578947,0.369537021476632,0.05994682078436835
google/gemini-3.1-flash-lite,indirect,yes,1.0,1.0,0.0,0.0
google/gemini-3.1-flash-lite,indirect,yes,2.0,0.9642857142857143,0.1889822365046136,0.03571428571428571
google/gemini-3.1-pro-preview,direct,no,1.0,1.0,0.0,0.0
google/gemini-3.1-pro-preview,direct,no,2.0,1.0,0.0,0.0
google/gemini-3.1-pro-preview,direct,yes,1.0,1.0,0.0,0.0
google/gemini-3.1-pro-preview,direct,yes,2.0,1.0,0.0,0.0
google/gemini-3.1-pro-preview,indirect,no,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
google/gemini-3.1-pro-preview,indirect,no,2.0,1.0,0.0,0.0
google/gemini-3.1-pro-preview,indirect,yes,1.0,1.0,0.0,0.0
google/gemini-3.1-pro-preview,indirect,yes,2.0,1.0,0.0,0.0
google/gemini-3.5-flash-lite,direct,no,1.0,1.0,0.0,0.0
google/gemini-3.5-flash-lite,direct,no,2.0,1.0,0.0,0.0
google/gemini-3.5-flash-lite,direct,yes,1.0,0.9473684210526315,0.22629428592141426,0.036709780655942936
google/gemini-3.5-flash-lite,direct,yes,2.0,0.825,0.3848076442547927,0.06084343084444759
google/gemini-3.5-flash-lite,indirect,no,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
google/gemini-3.5-flash-lite,indirect,no,2.0,0.9090909090909091,0.2919371040605711,0.050819726761358854
google/gemini-3.5-flash-lite,indirect,yes,1.0,1.0,0.0,0.0
google/gemini-3.5-flash-lite,indirect,yes,2.0,0.9090909090909091,0.2919371040605711,0.05081972676135886
google/gemini-3.6-flash,direct,no,1.0,1.0,0.0,0.0
google/gemini-3.6-flash,direct,no,2.0,1.0,0.0,0.0
google/gemini-3.6-flash,direct,yes,1.0,1.0,0.0,0.0
google/gemini-3.6-flash,direct,yes,2.0,1.0,0.0,0.0
google/gemini-3.6-flash,indirect,no,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
google/gemini-3.6-flash,indirect,no,2.0,0.9705882352941176,0.17149858514250882,0.029411764705882353
google/gemini-3.6-flash,indirect,yes,1.0,1.0,0.0,0.0
google/gemini-3.6-flash,indirect,yes,2.0,1.0,0.0,0.0
google/gemini-3.7-flash,direct,no,1.0,1.0,0.0,0.0
google/gemini-3.7-flash,direct,no,2.0,1.0,0.0,0.0
google/gemini-3.7-flash,direct,yes,1.0,1.0,0.0,0.0
google/gemini-3.7-flash,direct,yes,2.0,1.0,0.0,0.0
google/gemini-3.7-flash,indirect,no,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
google/gemini-3.7-flash,indirect,no,2.0,1.0,0.0,0.0
google/gemini-3.7-flash,indirect,yes,1.0,1.0,0.0,0.0
google/gemini-3.7-flash,indirect,yes,2.0,1.0,0.0,0.0
google/gemma-3-12b-it,direct,no,1.0,0.8947368421052632,0.3110117477759049,0.05045276771256957
google/gemma-3-12b-it,direct,no,2.0,0.6976744186046512,0.4647008111181006,0.0708662093279121
google/gemma-3-12b-it,direct,yes,1.0,0.9411764705882353,0.23883257361061286,0.0409594484601642
google/gemma-3-12b-it,direct,yes,2.0,0.8695652173913043,0.34435022157509093,0.07180198468215394
google/gemma-3-27b-it,direct,no,1.0,0.868421052631579,0.3425699874501045,0.05557219020090343
google/gemma-3-27b-it,direct,no,2.0,0.8235294117647058,0.38695299497594743,0.06636189115503131
google/gemma-3-27b-it,direct,yes,1.0,0.9117647058823529,0.28790224128123665,0.049374827039089283
google/gemma-3-27b-it,direct,yes,2.0,0.84375,0.36890203262847354,0.06521328221627366
google/gemma-3-27b-it,indirect,no,2.0,0.8181818181818182,0.39167472590032004,0.06818181818181818
google/gemma-3-27b-it,indirect,yes,2.0,0.8181818181818182,0.39167472590032004,0.06818181818181818
google/gemma-4-26b-a4b-it,direct,no,1.0,1.0,0.0,0.0
google/gemma-4-26b-a4b-it,direct,no,2.0,0.9411764705882353,0.23883257361061286,0.0409594484601642
google/gemma-4-26b-a4b-it,direct,yes,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
google/gemma-4-26b-a4b-it,direct,yes,2.0,0.96875,0.17677669529663687,0.031249999999999997
google/gemma-4-26b-a4b-it,indirect,no,1.0,0.9722222222222222,0.16666666666666666,0.027777777777777776
google/gemma-4-26b-a4b-it,indirect,no,2.0,0.8857142857142857,0.32280285109067564,0.05456364060755606
google/gemma-4-26b-a4b-it,indirect,yes,1.0,0.9722222222222222,0.16666666666666666,0.027777777777777776
google/gemma-4-26b-a4b-it,indirect,yes,2.0,0.9354838709677419,0.24973103811470743,0.044853018526052064
human,direct,no,1.0,1.0,0.0,0.0
human,direct,no,2.0,1.0,0.0,0.0
human,direct,yes,1.0,1.0,0.0,0.0
human,direct,yes,2.0,1.0,0.0,0.0
human,indirect,no,1.0,1.0,0.0,0.0
human,indirect,no,2.0,1.0,0.0,0.0
human,indirect,yes,1.0,1.0,0.0,0.0
human,indirect,yes,2.0,1.0,0.0,0.0
meta-llama/llama-3.3-70b-instruct,direct,no,1.0,1.0,0.0,0.0
meta-llama/llama-3.3-70b-instruct,direct,no,2.0,0.9642857142857143,0.1889822365046136,0.03571428571428571
meta-llama/llama-3.3-70b-instruct,direct,yes,1.0,0.9230769230769231,0.26995276239950855,0.04322703745761665
meta-llama/llama-3.3-70b-instruct,direct,yes,2.0,0.8421052631578947,0.369537021476632,0.05994682078436835
meta-llama/llama-3.3-70b-instruct,indirect,no,1.0,1.0,0.0,0.0
meta-llama/llama-3.3-70b-instruct,indirect,no,2.0,0.9259259259259259,0.26688025634181184,0.051361129280113806
meta-llama/llama-3.3-70b-instruct,indirect,yes,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
meta-llama/llama-3.3-70b-instruct,indirect,yes,2.0,0.7948717948717948,0.4090738692453054,0.06550424345215437
meta-llama/llama-4-maverick,direct,no,1.0,0.96875,0.17677669529663687,0.031249999999999997
meta-llama/llama-4-maverick,direct,no,2.0,1.0,0.0,0.0
meta-llama/llama-4-maverick,direct,yes,1.0,0.875,0.33493206352854177,0.05295740910852021
meta-llama/llama-4-maverick,direct,yes,2.0,0.9428571428571428,0.23550410797680274,0.03980745977252777
meta-llama/llama-4-maverick,indirect,no,1.0,0.9428571428571428,0.2355041079768028,0.03980745977252777
meta-llama/llama-4-maverick,indirect,no,2.0,0.9142857142857143,0.28402864099869063,0.04800960288096035
meta-llama/llama-4-maverick,indirect,yes,1.0,0.918918918918919,0.2767247306920301,0.04549326548811746
meta-llama/llama-4-maverick,indirect,yes,2.0,0.967741935483871,0.1796053020267749,0.03225806451612903
meta-llama/llama-4-scout,direct,no,1.0,0.967741935483871,0.1796053020267749,0.03225806451612903
meta-llama/llama-4-scout,direct,yes,1.0,0.8536585365853658,0.3578390427102734,0.055885069450680974
meta-llama/llama-4-scout,indirect,no,1.0,1.0,0.0,0.0
meta-llama/llama-4-scout,indirect,yes,1.0,0.8571428571428571,0.3541688016605732,0.05464943254828614
mistralai/ministral-14b-2512,direct,no,1.0,0.9722222222222222,0.16666666666666666,0.027777777777777776
mistralai/ministral-14b-2512,direct,no,2.0,0.9696969696969697,0.17407765595569785,0.030303030303030304
mistralai/ministral-14b-2512,direct,yes,1.0,0.9722222222222222,0.16666666666666666,0.027777777777777776
mistralai/ministral-14b-2512,direct,yes,2.0,0.9696969696969697,0.17407765595569782,0.0303030303030303
mistralai/ministral-14b-2512,indirect,no,1.0,0.9473684210526315,0.22629428592141426,0.036709780655942936
mistralai/ministral-14b-2512,indirect,no,2.0,0.8461538461538461,0.36551776819519555,0.05852968540405246
mistralai/ministral-14b-2512,indirect,yes,1.0,1.0,0.0,0.0
mistralai/ministral-14b-2512,indirect,yes,2.0,1.0,0.0,0.0
mistralai/mistral-large-2512,direct,no,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
mistralai/mistral-large-2512,direct,no,2.0,0.9696969696969697,0.17407765595569782,0.0303030303030303
mistralai/mistral-large-2512,direct,yes,1.0,1.0,0.0,0.0
mistralai/mistral-large-2512,direct,yes,2.0,0.9696969696969697,0.17407765595569782,0.0303030303030303
mistralai/mistral-large-2512,indirect,no,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
mistralai/mistral-large-2512,indirect,no,2.0,0.9090909090909091,0.2919371040605711,0.05081972676135886
mistralai/mistral-large-2512,indirect,yes,1.0,1.0,0.0,0.0
mistralai/mistral-large-2512,indirect,yes,2.0,0.9090909090909091,0.2919371040605711,0.050819726761358854
mistralai/mistral-small-2603,direct,no,1.0,0.875,0.3349320635285419,0.05295740910852022
mistralai/mistral-small-2603,direct,no,2.0,0.8529411764705882,0.35949062795357095,0.06165213406602946
mistralai/mistral-small-2603,direct,yes,1.0,0.96875,0.17677669529663687,0.031249999999999997
mistralai/mistral-small-2603,direct,yes,2.0,0.875,0.3360107525161235,0.059398870413936426
mistralai/mistral-small-2603,indirect,no,1.0,0.875,0.3349320635285419,0.05295740910852022
mistralai/mistral-small-2603,indirect,no,2.0,0.9354838709677419,0.24973103811470743,0.044853018526052064
mistralai/mistral-small-2603,indirect,yes,1.0,0.96875,0.17677669529663687,0.031249999999999997
mistralai/mistral-small-2603,indirect,yes,2.0,0.8857142857142857,0.32280285109067564,0.05456364060755606
openai/gpt-5.4,direct,no,1.0,1.0,0.0,0.0
openai/gpt-5.4,direct,no,2.0,1.0,0.0,0.0
openai/gpt-5.4,direct,yes,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
openai/gpt-5.4,direct,yes,2.0,1.0,0.0,0.0
openai/gpt-5.4,indirect,no,1.0,0.9210526315789473,0.27327631273309394,0.044331271812937195
openai/gpt-5.4,indirect,no,2.0,0.9428571428571428,0.2355041079768028,0.03980745977252777
openai/gpt-5.4,indirect,yes,1.0,0.9705882352941176,0.17149858514250882,0.029411764705882353
openai/gpt-5.4,indirect,yes,2.0,1.0,0.0,0.0
openai/gpt-5.4-mini,direct,no,1.0,1.0,0.0,0.0
openai/gpt-5.4-mini,direct,no,2.0,0.967741935483871,0.1796053020267749,0.03225806451612903
openai/gpt-5.4-mini,direct,yes,1.0,0.9473684210526315,0.22629428592141426,0.036709780655942936
openai/gpt-5.4-mini,direct,yes,2.0,0.9142857142857143,0.2840286409986906,0.048009602880960345
openai/gpt-5.4-mini,indirect,no,1.0,0.8780487804878049,0.33129457822453967,0.051739520574625435
openai/gpt-5.4-mini,indirect,no,2.0,0.8857142857142857,0.32280285109067564,0.05456364060755606
openai/gpt-5.4-mini,indirect,yes,1.0,1.0,0.0,0.0
openai/gpt-5.4-mini,indirect,yes,2.0,0.9354838709677419,0.2497310381147075,0.04485301852605208
openai/gpt-5.4-nano,direct,no,1.0,1.0,0.0,0.0
openai/gpt-5.4-nano,direct,no,2.0,0.9230769230769231,0.27174648819470293,0.05329387100211929
openai/gpt-5.4-nano,direct,yes,1.0,0.8780487804878049,0.33129457822453967,0.051739520574625435
openai/gpt-5.4-nano,direct,yes,2.0,0.775,0.42290206176626033,0.06686668711812965
openai/gpt-5.4-nano,indirect,no,1.0,0.85,0.36162028533978946,0.05717718748968655
openai/gpt-5.4-nano,indirect,no,2.0,0.6842105263157895,0.4710691208760756,0.07641750223933594
openai/gpt-5.4-nano,indirect,yes,1.0,0.9375,0.24593468841898236,0.04347552147751577
openai/gpt-5.4-nano,indirect,yes,2.0,0.75,0.4409585518440984,0.08333333333333331
openai/gpt-5.5,direct,no,1.0,1.0,0.0,0.0
openai/gpt-5.5,direct,no,2.0,1.0,0.0,0.0
openai/gpt-5.5,direct,yes,1.0,1.0,0.0,0.0
openai/gpt-5.5,direct,yes,2.0,1.0,0.0,0.0
openai/gpt-5.5,indirect,no,1.0,0.9473684210526315,0.22629428592141426,0.036709780655942936
openai/gpt-5.5,indirect,no,2.0,0.9705882352941176,0.17149858514250882,0.029411764705882353
openai/gpt-5.5,indirect,yes,1.0,1.0,0.0,0.0
openai/gpt-5.5,indirect,yes,2.0,1.0,0.0,0.0
openai/gpt-5.6-luna,direct,no,1.0,1.0,0.0,0.0
openai/gpt-5.6-luna,direct,no,2.0,1.0,0.0,0.0
openai/gpt-5.6-luna,direct,yes,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
openai/gpt-5.6-luna,direct,yes,2.0,0.9705882352941176,0.17149858514250882,0.029411764705882353
openai/gpt-5.6-luna,indirect,no,1.0,0.9,0.30382181012509996,0.04803844614152614
openai/gpt-5.6-luna,indirect,no,2.0,0.8888888888888888,0.3187276291558383,0.05312127152597305
openai/gpt-5.6-luna,indirect,yes,1.0,1.0,0.0,0.0
openai/gpt-5.6-luna,indirect,yes,2.0,0.9666666666666667,0.18257418583505536,0.03333333333333333
openai/gpt-5.6-sol,direct,no,1.0,1.0,0.0,0.0
openai/gpt-5.6-sol,direct,no,2.0,1.0,0.0,0.0
openai/gpt-5.6-sol,direct,yes,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
openai/gpt-5.6-sol,direct,yes,2.0,1.0,0.0,0.0
openai/gpt-5.6-sol,indirect,no,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
openai/gpt-5.6-sol,indirect,no,2.0,0.9705882352941176,0.17149858514250882,0.029411764705882353
openai/gpt-5.6-sol,indirect,yes,1.0,1.0,0.0,0.0
openai/gpt-5.6-sol,indirect,yes,2.0,1.0,0.0,0.0
openai/gpt-5.6-terra,direct,no,1.0,1.0,0.0,0.0
openai/gpt-5.6-terra,direct,no,2.0,1.0,0.0,0.0
openai/gpt-5.6-terra,direct,yes,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
openai/gpt-5.6-terra,direct,yes,2.0,0.9705882352941176,0.17149858514250885,0.029411764705882353
openai/gpt-5.6-terra,indirect,no,1.0,0.9696969696969697,0.17407765595569782,0.0303030303030303
openai/gpt-5.6-terra,indirect,no,2.0,0.9428571428571428,0.2355041079768028,0.03980745977252777
openai/gpt-5.6-terra,indirect,yes,1.0,0.8974358974358975,0.3073547406047281,0.049216147176276565
openai/gpt-5.6-terra,indirect,yes,2.0,1.0,0.0,0.0
qwen/qwen3.7-flash,direct,no,1.0,1.0,0.0,0.0
qwen/qwen3.7-flash,direct,no,2.0,1.0,0.0,0.0
qwen/qwen3.7-flash,direct,yes,1.0,0.9230769230769231,0.2699527623995085,0.04322703745761664
qwen/qwen3.7-flash,direct,yes,2.0,0.868421052631579,0.3425699874501045,0.05557219020090343
qwen/qwen3.7-flash,indirect,no,1.0,0.8947368421052632,0.3110117477759048,0.050452767712569555
qwen/qwen3.7-flash,indirect,no,2.0,0.5555555555555556,0.5270462766947299,0.17568209223157663
qwen/qwen3.7-flash,indirect,yes,1.0,0.9411764705882353,0.23883257361061286,0.0409594484601642
qwen/qwen3.7-flash,indirect,yes,2.0,0.5087719298245614,0.5043668951391246,0.06680502724442025
qwen/qwen3.7-max,direct,no,1.0,1.0,0.0,0.0
qwen/qwen3.7-max,direct,no,2.0,1.0,0.0,0.0
qwen/qwen3.7-max,direct,yes,1.0,1.0,0.0,0.0
qwen/qwen3.7-max,direct,yes,2.0,1.0,0.0,0.0
qwen/qwen3.7-max,indirect,no,1.0,1.0,0.0,0.0
qwen/qwen3.7-max,indirect,no,2.0,0.8918918918918919,0.3148000938676783,0.05175281663547773
qwen/qwen3.7-max,indirect,yes,1.0,1.0,0.0,0.0
qwen/qwen3.7-max,indirect,yes,2.0,1.0,0.0,0.0
qwen/qwen3.7-plus,direct,no,1.0,1.0,0.0,0.0
qwen/qwen3.7-plus,direct,no,2.0,1.0,0.0,0.0
qwen/qwen3.7-plus,direct,yes,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
qwen/qwen3.7-plus,direct,yes,2.0,1.0,0.0,0.0
qwen/qwen3.7-plus,indirect,no,1.0,1.0,0.0,0.0
qwen/qwen3.7-plus,indirect,no,2.0,0.9166666666666666,0.2803059552906941,0.04671765921511568
qwen/qwen3.7-plus,indirect,yes,1.0,0.972972972972973,0.1643989873053573,0.027027027027027025
qwen/qwen3.7-plus,indirect,yes,2.0,1.0,0.0,0.0
qwen/qwen3.8-2.4t-a95b,direct,no,1.0,1.0,0.0,0.0
qwen/qwen3.8-2.4t-a95b,direct,no,2.0,1.0,0.0,0.0
qwen/qwen3.8-2.4t-a95b,direct,yes,1.0,1.0,0.0,0.0
qwen/qwen3.8-2.4t-a95b,direct,yes,2.0,1.0,0.0,0.0
qwen/qwen3.8-2.4t-a95b,indirect,no,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
qwen/qwen3.8-2.4t-a95b,indirect,no,2.0,0.9705882352941176,0.17149858514250882,0.029411764705882353
qwen/qwen3.8-2.4t-a95b,indirect,yes,1.0,1.0,0.0,0.0
qwen/qwen3.8-2.4t-a95b,indirect,yes,2.0,1.0,0.0,0.0
qwen/qwen3.8-27b,direct,no,1.0,1.0,0.0,0.0
qwen/qwen3.8-27b,direct,no,2.0,1.0,0.0,0.0
qwen/qwen3.8-27b,direct,yes,1.0,0.972972972972973,0.16439898730535726,0.027027027027027025
qwen/qwen3.8-27b,direct,yes,2.0,1.0,0.0,0.0
qwen/qwen3.8-27b,indirect,no,1.0,0.9459459459459459,0.22924343513512566,0.03768738858261602
qwen/qwen3.8-27b,indirect,no,2.0,0.9428571428571428,0.2355041079768028,0.03980745977252777
qwen/qwen3.8-27b,indirect,yes,1.0,0.9714285714285714,0.1690308509457033,0.02857142857142857
qwen/qwen3.8-27b,indirect,yes,2.0,1.0,0.0,0.0
qwen/qwen3.8-max,direct,no,1.0,1.0,0.0,0.0
qwen/qwen3.8-max,direct,no,2.0,1.0,0.0,0.0
qwen/qwen3.8-max,direct,yes,1.0,1.0,0.0,0.0
qwen/qwen3.8-max,direct,yes,2.0,1.0,0.0,0.0
qwen/qwen3.8-max,indirect,no,1.0,0.875,0.33493206352854177,0.05295740910852021
qwen/qwen3.8-max,indirect,no,2.0,0.9166666666666666,0.2803059552906941,0.04671765921511568
qwen/qwen3.8-max,indirect,yes,1.0,0.96875,0.17677669529663687,0.031249999999999997
qwen/qwen3.8-max,indirect,yes,2.0,1.0,0.0,0.0
