evaluator,CONDITION,reference,SET,mean,sd,sem
google/gemma-3-27b-it,direct,no,1,2.8313492063492065,0.4179474968692764,0.0696579161448794
google/gemma-3-27b-it,direct,no,2,2.9199134199134202,0.464202456737428,0.0808072755577277
google/gemma-3-27b-it,direct,yes,1,3.1845238095238093,0.7252977673424573,0.12088296122374288
google/gemma-3-27b-it,direct,yes,2,2.963203463203463,0.7855359400109302,0.1367442551060584
google/gemma-3-27b-it,indirect,no,2,3.242424242424242,0.9692233691951198,0.16872013220697035
google/gemma-3-27b-it,indirect,yes,2,2.9696969696969697,0.8472325715546059,0.14748426010554383
google/gemma-4-26b-a4b-it,direct,no,1,3.807539682539683,0.502709696740207,0.08378494945670117
google/gemma-4-26b-a4b-it,direct,no,2,3.577489177489177,0.7977649766358605,0.13887305713632267
google/gemma-4-26b-a4b-it,direct,yes,1,3.827380952380952,0.4204589329360411,0.0700764888226735
google/gemma-4-26b-a4b-it,direct,yes,2,3.729004329004329,0.6268389766592738,0.10911865971851477
google/gemma-4-26b-a4b-it,indirect,no,1,3.668650793650794,0.6746455235473672,0.11244092059122786
google/gemma-4-26b-a4b-it,indirect,no,2,3.568975468975469,0.7457980564113075,0.1298267774763957
google/gemma-4-26b-a4b-it,indirect,yes,1,3.369047619047619,0.9627917376199039,0.16046528960331732
google/gemma-4-26b-a4b-it,indirect,yes,2,3.212121212121212,0.9007658392131568,0.15680320585519333
human/human,direct,no,1,3.636111111111111,0.3239160189024114,0.0539860031504019
human/human,direct,no,2,3.5703030303030303,0.2811081292012565,0.048934644201446185
human/human,direct,yes,1,3.589444444444444,0.2577811302463995,0.042963521707733245
human/human,direct,yes,2,3.5509090909090912,0.2347121060518028,0.040858133245922995
human/human,indirect,no,1,3.0955555555555554,0.4620788086428825,0.07701313477381375
human/human,indirect,no,2,3.196060606060606,0.338950027603069,0.05900362629126133
human/human,indirect,yes,1,2.905,0.4478296870144146,0.0746382811690691
human/human,indirect,yes,2,2.834848484848485,0.4002040199395273,0.06966657769512026
meta-llama/llama-3.3-70b-instruct,direct,no,1,3.5694444444444446,0.7263242878834635,0.12105404798057724
meta-llama/llama-3.3-70b-instruct,direct,no,2,3.5454545454545454,0.6511905751165276,0.1133577288967279
meta-llama/llama-3.3-70b-instruct,direct,yes,1,3.8055555555555554,0.34047262259678573,0.056745437099464294
meta-llama/llama-3.3-70b-instruct,direct,yes,2,3.772727272727273,0.4519143469668053,0.0786681902127314
meta-llama/llama-3.3-70b-instruct,indirect,no,1,3.4662698412698414,0.8323779752122228,0.13872966253537045
meta-llama/llama-3.3-70b-instruct,indirect,no,2,3.5043290043290045,0.7111402604312209,0.12379362959159143
meta-llama/llama-3.3-70b-instruct,indirect,yes,1,3.4702380952380953,0.7182289117539759,0.11970481862566265
meta-llama/llama-3.3-70b-instruct,indirect,yes,2,3.673160173160173,0.476163419144732,0.0828894118565654
meta-llama/llama-4-maverick,direct,no,1,3.6785714285714284,0.6337219410295607,0.1056203235049268
meta-llama/llama-4-maverick,direct,no,2,3.3311688311688314,0.8721035664884178,0.15181374460490785
meta-llama/llama-4-maverick,direct,yes,1,3.801587301587302,0.47475975545198174,0.07912662590866362
meta-llama/llama-4-maverick,direct,yes,2,3.715909090909091,0.4743997036779447,0.08258238840233427
meta-llama/llama-4-maverick,indirect,no,1,3.4206349206349205,0.896344662757671,0.1493907771262785
meta-llama/llama-4-maverick,indirect,no,2,3.093795093795094,0.9281886305356053,0.16157690108836745
meta-llama/llama-4-maverick,indirect,yes,1,3.0198412698412698,1.0325053894932876,0.17208423158221461
meta-llama/llama-4-maverick,indirect,yes,2,3.398268398268398,0.8426408941901251,0.1466849516730302
meta-llama/llama-4-scout,direct,no,1,3.638888888888889,0.7426892362134391,0.12378153936890651
meta-llama/llama-4-scout,direct,yes,1,3.763888888888889,0.6812395331946773,0.11353992219911288
meta-llama/llama-4-scout,indirect,no,1,3.6944444444444446,0.46717659215115687,0.07786276535852614
meta-llama/llama-4-scout,indirect,yes,1,3.9166666666666665,0.280305955290694,0.04671765921511567
mistralai/ministral-14b-2512,direct,no,1,3.948717948717949,0.20476157712267468,0.03412692952044578
mistralai/ministral-14b-2512,direct,no,2,3.8065268065268065,0.5242355705947276,0.09125769929772792
mistralai/ministral-14b-2512,direct,yes,1,3.373931623931624,0.2861424893042215,0.047690414884036914
mistralai/ministral-14b-2512,direct,yes,2,3.428904428904429,0.1752326254273597,0.030504084681357593
mistralai/ministral-14b-2512,indirect,no,1,3.8931623931623935,0.5040085394819831,0.08400142324699719
mistralai/ministral-14b-2512,indirect,no,2,3.808857808857809,0.5682427795878296,0.09891837108439966
mistralai/ministral-14b-2512,indirect,yes,1,3.2970085470085473,0.350414693478801,0.058402448913133495
mistralai/ministral-14b-2512,indirect,yes,2,3.2773892773892777,0.6120520925794152,0.10654459359900437
mistralai/mistral-large-2512,direct,no,1,3.867063492063492,0.5637630691930264,0.09396051153217107
mistralai/mistral-large-2512,direct,no,2,3.961038961038961,0.22381412908589712,0.038961038961038946
mistralai/mistral-large-2512,direct,yes,1,3.992063492063492,0.03318724059224628,0.0055312067653743805
mistralai/mistral-large-2512,direct,yes,2,3.901298701298701,0.5000556555295491,0.0870485163619738
mistralai/mistral-large-2512,indirect,no,1,3.9305555555555554,0.392898369306647,0.06548306155110784
mistralai/mistral-large-2512,indirect,no,2,3.8463203463203466,0.6050703102911219,0.10532922130386527
mistralai/mistral-large-2512,indirect,yes,1,3.8432539682539684,0.5683127922783235,0.09471879871305393
mistralai/mistral-large-2512,indirect,yes,2,3.922077922077922,0.4476282581717944,0.07792207792207792
mistralai/mistral-small-2603,direct,no,1,3.6884920634920633,0.4632729229098037,0.07721215381830063
mistralai/mistral-small-2603,direct,no,2,3.7012987012987013,0.4430063636325373,0.07711750935460959
mistralai/mistral-small-2603,direct,yes,1,3.6964285714285716,0.7849486065143404,0.13082476775239008
mistralai/mistral-small-2603,direct,yes,2,3.7813852813852815,0.47813792797627913,0.08323312972562495
mistralai/mistral-small-2603,indirect,no,1,3.5654761904761907,0.6940763520732345,0.11567939201220574
mistralai/mistral-small-2603,indirect,no,2,3.3484848484848486,0.5927273889198621,0.10318059448391087
mistralai/mistral-small-2603,indirect,yes,1,3.5396825396825395,0.8810351128646468,0.14683918547744113
mistralai/mistral-small-2603,indirect,yes,2,3.909090909090909,0.2919371040605711,0.050819726761358854
openai/gpt-5.4,direct,no,1,3.702380952380952,0.7372828533411745,0.12288047555686242
openai/gpt-5.4,direct,no,2,3.8225108225108224,0.4775312563633485,0.08312752175331112
openai/gpt-5.4,direct,yes,1,3.7559523809523814,0.4705232494573286,0.07842054157622143
openai/gpt-5.4,direct,yes,2,3.774891774891775,0.37334721322153264,0.06499140773519653
openai/gpt-5.4,indirect,no,1,2.8075396825396823,1.1150729093348521,0.18584548488914202
openai/gpt-5.4,indirect,no,2,3.4718614718614718,0.6512202522533831,0.11336289502314718
openai/gpt-5.4,indirect,yes,1,2.642857142857143,0.8576529094683545,0.1429421515780591
openai/gpt-5.4,indirect,yes,2,3.324675324675325,0.7200860273796862,0.12535088773270622
openai/gpt-5.4-mini,direct,no,1,3.2668142043142043,0.6501766331281263,0.10836277218802107
openai/gpt-5.4-mini,direct,no,2,3.494949494949495,0.792472011954138,0.1379516702514721
openai/gpt-5.4-mini,direct,yes,1,3.2715964590964592,0.5406514334752538,0.09010857224587562
openai/gpt-5.4-mini,direct,yes,2,3.2474747474747474,0.6269015685092251,0.10912955556103622
openai/gpt-5.4-mini,indirect,no,1,3.5625,0.65779061414974,0.10963176902495668
openai/gpt-5.4-mini,indirect,no,2,3.618686868686869,0.7021885130878017,0.12223533039734139
openai/gpt-5.4-mini,indirect,yes,1,2.7754629629629632,0.6719491443236751,0.11199152405394587
openai/gpt-5.4-mini,indirect,yes,2,3.0004591368227733,0.8780200476602312,0.15284367177880315
openai/gpt-5.4-nano,direct,no,1,1.865677845212159,0.26221360918733605,0.043702268197889346
openai/gpt-5.4-nano,direct,no,2,2.2245670995671,0.5237699371355716,0.09117664291662352
openai/gpt-5.4-nano,direct,yes,1,2.837169312169312,0.3530216999388592,0.05883694998980986
openai/gpt-5.4-nano,direct,yes,2,2.6964285714285716,0.4857257745489985,0.08455400427075542
openai/gpt-5.4-nano,indirect,no,1,1.962952264239029,0.38235596053850723,0.06372599342308453
openai/gpt-5.4-nano,indirect,no,2,2.3106060606060606,0.5456653785936897,0.09498815004176792
openai/gpt-5.4-nano,indirect,yes,1,2.4827257754953838,0.5721904761365536,0.09536507935609226
openai/gpt-5.4-nano,indirect,yes,2,2.2700216450216453,0.6006539666518548,0.10456043455524677
openai/gpt-5.5,direct,no,1,3.7896825396825395,0.4203096333474617,0.07005160555791029
openai/gpt-5.5,direct,no,2,3.8333333333333335,0.3428695434265397,0.05968592641829238
openai/gpt-5.5,direct,yes,1,3.865079365079365,0.3165860978779937,0.05276434964633228
openai/gpt-5.5,direct,yes,2,3.8203463203463204,0.36339229208503454,0.0632584783985311
openai/gpt-5.5,indirect,no,1,2.8412698412698414,0.841543616942145,0.14025726949035747
openai/gpt-5.5,indirect,no,2,3.261904761904762,0.5027560098518733,0.08751858771265383
openai/gpt-5.5,indirect,yes,1,2.553571428571429,0.7468837104716705,0.12448061841194509
openai/gpt-5.5,indirect,yes,2,3.2965367965367967,0.588777164794585,0.10249294872768296
openai/gpt-5.6-luna,direct,no,1,3.0634920634920633,0.38056953551720824,0.0634282559195347
openai/gpt-5.6-luna,direct,no,2,3.506493506493506,0.16690806574840472,0.02905496484558179
openai/gpt-5.6-luna,direct,yes,1,3.7559523809523814,0.3687402714040086,0.0614567119006681
openai/gpt-5.6-luna,direct,yes,2,3.857142857142857,0.2672612419124243,0.04652421051992353
openai/gpt-5.6-luna,indirect,no,1,2.6726190476190474,0.9107993157584199,0.15179988595973665
openai/gpt-5.6-luna,indirect,no,2,3.3181818181818183,0.5590429222056877,0.09731688147618967
openai/gpt-5.6-luna,indirect,yes,1,2.4761904761904763,0.9262923365284689,0.15438205608807815
openai/gpt-5.6-luna,indirect,yes,2,2.8419913419913416,0.7338302801225477,0.12774345503304624
openai/gpt-5.6-sol,direct,no,1,3.7083333333333335,0.6522834973636422,0.10871391622727371
openai/gpt-5.6-sol,direct,no,2,3.792207792207792,0.49272890294727884,0.08577309244668484
openai/gpt-5.6-sol,direct,yes,1,3.8492063492063497,0.33143287197147303,0.0552388119952455
openai/gpt-5.6-sol,direct,yes,2,3.8506493506493507,0.3528146827600256,0.06141715296161842
openai/gpt-5.6-sol,indirect,no,1,2.803571428571429,0.902599905230043,0.1504333175383405
openai/gpt-5.6-sol,indirect,no,2,3.235930735930736,0.6685073344975777,0.11637218977852994
openai/gpt-5.6-sol,indirect,yes,1,2.634920634920635,0.7816737998559734,0.13027896664266223
openai/gpt-5.6-sol,indirect,yes,2,3.4415584415584415,0.5864255659002028,0.10208358790440092
openai/gpt-5.6-terra,direct,no,1,3.8035714285714284,0.560969329750997,0.09349488829183285
openai/gpt-5.6-terra,direct,no,2,3.893939393939394,0.36905198293747243,0.0642437041155574
openai/gpt-5.6-terra,direct,yes,1,3.89484126984127,0.3032795048299285,0.050546584138321415
openai/gpt-5.6-terra,direct,yes,2,3.9696969696969697,0.10106307232983065,0.017592822734858064
openai/gpt-5.6-terra,indirect,no,1,3.0198412698412698,0.943229844567346,0.15720497409455766
openai/gpt-5.6-terra,indirect,no,2,3.448051948051948,0.7028714627408315,0.12235421667207655
openai/gpt-5.6-terra,indirect,yes,1,2.7976190476190474,0.732323272942554,0.122053878823759
openai/gpt-5.6-terra,indirect,yes,2,3.5,0.6602314838334339,0.11493154909387639
qwen/qwen3.7-flash,direct,no,1,3.183641975308642,0.3039479918279337,0.05065799863798894
qwen/qwen3.7-flash,direct,no,2,2.9191919191919196,0.616780974936623,0.10736778635503734
qwen/qwen3.7-flash,direct,yes,1,3.731481481481482,0.5349347650152022,0.08915579416920036
qwen/qwen3.7-flash,direct,yes,2,3.9545454545454546,0.15179897658722655,0.026424810020778254
qwen/qwen3.7-flash,indirect,no,1,2.861111111111111,0.7469514762931446,0.1244919127155241
qwen/qwen3.7-flash,indirect,no,2,2.9191919191919196,0.43325562628826614,0.0754201238538792
qwen/qwen3.7-flash,indirect,yes,1,3.0555555555555554,1.0297171749162293,0.17161952915270487
qwen/qwen3.7-flash,indirect,yes,2,3.2180899908172638,0.8675643279924855,0.1510235646077121
qwen/qwen3.7-max,direct,no,1,3.942460317460317,0.34523809523809534,0.05753968253968255
qwen/qwen3.7-max,direct,no,2,4.0,0.0,0.0
qwen/qwen3.7-max,direct,yes,1,4.0,0.0,0.0
qwen/qwen3.7-max,direct,yes,2,4.0,0.0,0.0
qwen/qwen3.7-max,indirect,no,1,4.0,0.0,0.0
qwen/qwen3.7-max,indirect,no,2,4.0,0.0,0.0
qwen/qwen3.7-max,indirect,yes,1,3.787698412698413,0.5046391520614772,0.08410652534357954
qwen/qwen3.7-max,indirect,yes,2,3.9480519480519476,0.2984188387811963,0.051948051948051945
qwen/qwen3.7-plus,direct,no,1,3.8472222222222223,0.31779248495215173,0.05296541415869195
qwen/qwen3.7-plus,direct,no,2,3.9747474747474745,0.06745899115918859,0.011743103054127695
qwen/qwen3.7-plus,direct,yes,1,3.9791666666666665,0.12499999999999997,0.02083333333333333
qwen/qwen3.7-plus,direct,yes,2,3.9898989898989896,0.05802588531856589,0.01010101010101009
qwen/qwen3.7-plus,indirect,no,1,3.675925925925926,0.5042587589160576,0.0840431264860096
qwen/qwen3.7-plus,indirect,no,2,3.9116161616161618,0.4359791989910321,0.07589423700580161
qwen/qwen3.7-plus,indirect,yes,1,3.6921296296296293,0.505846549778091,0.0843077582963485
qwen/qwen3.7-plus,indirect,yes,2,3.8888888888888893,0.32653660959746544,0.05684272758244761
qwen/qwen3.8-2.4t-a95b,direct,no,1,3.3568376068376065,0.4233876093116166,0.0705646015519361
qwen/qwen3.8-2.4t-a95b,direct,no,2,3.3729603729603728,0.2747519134604024,0.047828169064529594
qwen/qwen3.8-2.4t-a95b,direct,yes,1,3.7371794871794872,0.3928244818514278,0.06547074697523797
qwen/qwen3.8-2.4t-a95b,direct,yes,2,3.6526806526806523,0.4107114318135565,0.07149568332431235
qwen/qwen3.8-2.4t-a95b,indirect,no,1,2.591880341880342,0.622709006677498,0.10378483444624965
qwen/qwen3.8-2.4t-a95b,indirect,no,2,2.9114219114219115,0.3515188999571367,0.06119158612866381
qwen/qwen3.8-2.4t-a95b,indirect,yes,1,2.6794871794871793,0.699111862615493,0.11651864376924882
qwen/qwen3.8-2.4t-a95b,indirect,yes,2,3.0606060606060606,0.3002449540870334,0.052265937819996895
qwen/qwen3.8-27b,direct,no,1,3.216049382716049,0.4809928330320313,0.08016547217200522
qwen/qwen3.8-27b,direct,no,2,3.2895622895622894,0.23560303822298795,0.04101322462989842
qwen/qwen3.8-27b,direct,yes,1,3.904320987654321,0.25497211214903653,0.04249535202483942
qwen/qwen3.8-27b,direct,yes,2,3.845117845117845,0.41661054616447035,0.07252258732273403
qwen/qwen3.8-27b,indirect,no,1,2.4104938271604937,0.6838110058134234,0.11396850096890389
qwen/qwen3.8-27b,indirect,no,2,2.451178451178451,0.4762405777715701,0.08290284344946214
qwen/qwen3.8-27b,indirect,yes,1,2.4290123456790123,0.8696946605936472,0.1449491100989412
qwen/qwen3.8-27b,indirect,yes,2,2.643097643097643,0.5231947030922699,0.09107650752273964
qwen/qwen3.8-max,direct,no,1,3.1011904761904763,0.5627853989291242,0.09379756648818735
qwen/qwen3.8-max,direct,no,2,3.2554112554112553,0.19400312878018153,0.03377160990612538
qwen/qwen3.8-max,direct,yes,1,3.867063492063492,0.2997339820466161,0.04995566367443602
qwen/qwen3.8-max,direct,yes,2,3.952380952380952,0.2125425127542516,0.03699890241119413
qwen/qwen3.8-max,indirect,no,1,2.365079365079365,0.7938865862883469,0.13231443104805782
qwen/qwen3.8-max,indirect,no,2,2.9653679653679657,0.4755237486160239,0.08277805951034395
qwen/qwen3.8-max,indirect,yes,1,2.7936507936507935,0.9124627517902307,0.15207712529837178
qwen/qwen3.8-max,indirect,yes,2,3.36996336996337,0.6507099771936447,0.11327406753685526
