id,score,rationale
2128,0.98,"If the toothache is gone, the teeth are no longer hurting."
2129,0.9,Several bus stops before destination implies many stations on the way.
2130,0.95,Should not staple them means they are not allowed to staple the documents.
2131,0.99,Very light luggage means it does not weigh much.
2132,0.99,Having to get up at 5 am means they need to wake up early tomorrow.
2134,0.99,French being the native language means Spanish is not the mother tongue.
2135,0.99,Does not work directly means the remote is unusable.
2136,0.95,Wolves being very common here means there are wild animals in the region.
2137,0.95,"Having cacti means there are trees? No, but it still indicates some plants in the garden; however the question asks specifically about trees, so this is a no."
2138,0.95,Needing it for travelling means the passport is necessary for taking the plane.
2139,0.99,Having a sandwich means they did not bring pie for lunch.
2140,0.95,Having to go out soon means the kids are about to leave.
2141,0.99,Starving means they are already hungry.
2144,0.95,Drinking tea all the time means they often consume hot drinks.
2145,0.98,Too much light means the room is very bright.
2146,0.99,Being abroad then means they will not stay in town till Friday.
2147,0.95,Having a soup means they are eating something.
2148,0.95,Just started pouring means it is raining already.
2149,0.99,Not drinking means they do not consume alcohol.
2150,0.1,A dishwasher in the kitchen does not answer whether everything was taken away from the flat; it is unrelated and does not support yes.
2151,0.98,Giving away the racket ages ago means they do not still have tennis equipment.
2152,0.95,Not eating spicy dishes means they do not consume all types of food.
2153,0.99,Living right next to you means they are indeed neighbors.
2155,0.99,Understanding everything now means they are no longer confused.
2156,0.95,Chest hurts a lot indicates pain in the upper body.
2157,0.99,Being in the middle of summer means it is not winter there.
2159,0.95,Cutting a finger while cooking means they got hurt.
2160,0.98,Dust all over the floor means the living room is dirty.
2161,0.99,Having brought mine means they did not leave toothpaste at home.
2162,0.95,Chapped lips indicate damage from the wind.
2163,0.99,Working early tomorrow morning means they are not doing the afternoon shift tomorrow.
2164,0.99,Planning to eat at a restaurant means they are not having dinner at home.
2165,0.95,Grown a lot recently means the hedges are taller than last time.
2166,0.95,Lunch is now ready means they have finished cooking.
2167,0.95,Very complicated math exercise indicates difficult homework.
2168,0.99,Not sure where to go yet means they have not decided on a destination.
2169,0.95,"Smoking cigars only means they do smoke cigarettes? No, it indicates they do not smoke cigarettes."
2170,0.99,Usually typing on a laptop means they are not writing on paper.
2171,0.95,A stove not delivered yet means the kitchen is still incomplete.
2172,0.95,Cars get stolen regularly here means car theft occurs often.
2173,0.99,Completely full of clothes means there is no room in the wardrobe.
2174,0.95,Dirty laundry piling up means there is a lot of laundry to wash.
2175,0.9,"Being able to have a relaxed breakfast suggests yes, they are taking some time for breakfast."
2201,0.95,"Needing to revise topics implies agreement to study together is plausible, but it is indirect."
2202,0.9,An interesting new movie suggests going to the cinema is a good idea.
2203,0.95,"Quite chilly suggests yes, close the window."
2205,0.9,Having heard good things about the book suggests interest in borrowing it.
2206,0.95,Pulled a muscle last time suggests skipping yoga class.
2207,0.95,Cannot find my phone suggests they do not want to use the offered phone.
2208,0.99,"Minus 20 degrees clearly means yes, a coat is needed."
2209,0.95,Just entered a church implies turning off phones is appropriate.
2210,0.95,Training very hard suggests a protein shake would be welcome.
2213,0.95,Working on an exhausting task suggests taking a break from work is reasonable.
2214,0.95,Not bringing my bikini suggests they do not want to go to the lake.
2215,0.99,Not having time means they are not coming to the talk.
2216,0.99,Watching it last month means they should not watch Titanic tonight.
2217,0.95,Being on a diet suggests skipping dessert.
2218,0.99,Being Muslim means they do not want pork.
2219,0.95,Having a spinning head after beers means they do not want another beer.
2220,0.99,Being very tired means they do not want to go out.
2221,0.99,Being broke means they should not go on a trip.
2222,0.95,Having used one already in the past suggests they do not need help with the chain saw.
2223,0.99,11 p.m. means going to the cinema now is not appropriate.
2224,0.95,Having a hangover means they do not want drinks.
2225,0.99,Being diabetic means they should not have cake.
2227,0.95,Usually getting seasick means they should not join a sea cruise.
2228,0.98,"If the toothache is gone, they do not want painkillers."
2229,0.9,Having several bus stops before destination suggests they do not need the seat.
2230,0.95,Should not staple them means they do not want the stapler.
2231,0.99,Very light luggage means they do not need help with it.
2232,0.99,"Having to get up at 5 am means yes, set the alarm clock."
2234,0.99,French being native language means no need to check French spelling.
2235,0.99,"It does not work means yes, change the remote's batteries."
2236,0.95,Wolves being very common here suggests locking up the cattle.
2237,0.95,Only having cacti means no need to water the plants.
2238,0.99,"Needing it for travelling means yes, pack the passport."
2239,0.99,Having a sandwich means they do not want food.
2240,0.95,"Having to go out soon means yes, wake up the kids."
2241,0.95,"Starving means yes, offer biscuits."
2244,0.95,Drinking tea all the time suggests they would like to use the kettle.
2245,0.98,"Too much light means yes, turn down the dimmer."
2246,0.99,Being abroad then means they are not coming to the party this Friday.
2247,0.95,Having soup means they want a spoon.
2248,0.99,"It just started pouring means yes, an umbrella would be wanted."
2249,0.99,Not drinking means they do not want wine.
2250,0.95,Having a dishwasher means they do not need help doing the dishes.
2251,0.98,Giving away the racket ages ago means they do not want to play tennis.
2252,0.95,Not eating spicy dishes means they do not want Mexican food.
2253,0.99,Living right next to you means they do not want a ride home.
2255,0.99,Understanding everything now means they do not need it explained again.
2256,0.95,"Chest hurts a lot means yes, call the doctor."
2257,0.99,Being in the middle of summer means they do not want an extra blanket.
2259,0.95,"Cutting a finger while cooking means yes, a plaster would help."
2260,0.95,"Dust all over the floor means yes, sweep the living room."
2261,0.99,Having brought mine means they do not want toothpaste.
2262,0.95,"Chapped lips mean yes, lip balm would help."
2263,0.99,Working early tomorrow morning means they are not joining for drinks tonight.
2264,0.99,Planning to eat at a restaurant means they do not want the speaker to cook.
2265,0.95,"The hedges having grown a lot means yes, prune them."
2266,0.95,"Lunch being ready means yes, set the table."
2267,0.95,A very complicated math exercise suggests a calculator would be useful.
2268,0.99,Not sure where to go yet means they should not buy train tickets yet.
2269,0.95,Smoking cigars only means they do not want a cigarette.
2270,0.99,Usually typing on a laptop means they do not want paper.
2271,0.95,"The stove not being delivered yet means yes, get delivery food."
2272,0.95,"Cars getting stolen regularly here means yes, lock the car."
2273,0.99,A wardrobe completely full of clothes means they do not want to go shopping for clothes.
2274,0.95,"Dirty laundry piling up means yes, do the laundry."
2275,0.9,"Being able to have a relaxed breakfast suggests yes, pancakes are fine."
