id,rationale,score,run_id
1145,"Person B says they are going to have a baby, answering 'yes' to being pregnant.",7,20260824T093740Z_5937923c
1147,"Person B says they still owe money, answering 'no' to whether they have paid back debts.",1,20260824T093740Z_5937923c
1148,"Person B says he only had water, answering 'no' to whether he drank a cocktail.",1,20260824T093740Z_5937923c
1149,"Person B says they own an orchard, which is different from a vegetable garden, answering 'no'.",2,20260824T093740Z_5937923c
1150,"Person B says he is 25, answering 'no' to whether he is underage.",1,20260824T093740Z_5937923c
1151,"Person B says it is extremely expensive, answering 'no' to whether it is affordable.",1,20260824T093740Z_5937923c
1152,"Person B says she made a transfer, answering 'yes' to whether she has paid.",7,20260824T093740Z_5937923c
1153,"Person B says they cannot swim yet, answering 'no' to whether they are good at swimming.",1,20260824T093740Z_5937923c
1154,"Person B says they are healthy again, answering 'no' to whether they still have a cold.",1,20260824T093740Z_5937923c
1155,"Person B says people are not allowed to get closer, answering 'yes' to whether it is forbidden to approach.",7,20260824T093740Z_5937923c
1156,"Person B says they have watered them regularly, answering 'yes' to whether someone took care of the plants.",7,20260824T093740Z_5937923c
1157,"Person B says he was already dead, answering 'no' to whether he was alive in the 80s.",1,20260824T093740Z_5937923c
1158,"Person B says the ice layer is thick, answering 'yes' to whether the lake is frozen.",7,20260824T093740Z_5937923c
1159,"Person B says they are in the advanced course, answering 'no' to whether they are attending the beginners' class.",1,20260824T093740Z_5937923c
1160,"Person B says they have seen a doctor, answering 'yes' to having sought medical advice.",7,20260824T093740Z_5937923c
1161,"Person B says they went out, answering 'no' to whether they stayed home.",1,20260824T093740Z_5937923c
1162,"Person B says they voted yesterday, answering 'yes' to whether there was an election recently.",7,20260824T093740Z_5937923c
1163,"Person B says it is spotless, answering 'yes' to whether the car is completely clean.",7,20260824T093740Z_5937923c
1164,"Person B says they submitted a blank sheet, answering 'no' to whether they answered all questions.",1,20260824T093740Z_5937923c
1165,"Person B says she just got into the changing room, answering 'no' to whether she is out on the field.",1,20260824T093740Z_5937923c
1166,"Person B says he was compensated, answering 'yes' to whether he got the money back.",7,20260824T093740Z_5937923c
1167,"Person B says no one has responded, answering 'no' to whether anyone answered the ad.",1,20260824T093740Z_5937923c
1168,"Person B says he does not play any instrument, answering 'no' to whether he is a musician.",1,20260824T093740Z_5937923c
1169,"Person B says he has been in Japan for months, answering 'yes' to whether he has travelled in Asia.",7,20260824T093740Z_5937923c
1170,"Person B says they are aiming for the mountain top, answering 'yes' to whether the goal is the summit.",7,20260824T093740Z_5937923c
1171,"Person B says the customer received it, answering 'yes' to whether the customer got the package.",7,20260824T093740Z_5937923c
1173,"Person B says she skipped the last four lessons, answering 'no' to whether she attended the whole course.",1,20260824T093740Z_5937923c
1174,"Person B says the resolution is poor, answering 'yes' to whether the screen has a bad image.",7,20260824T093740Z_5937923c
1175,"Person B says she graduated last year, answering 'yes' to whether she completed her studies.",7,20260824T093740Z_5937923c
1176,"Person B says it is private property, answering 'no' to whether it is a public building.",1,20260824T093740Z_5937923c
1201,"Person B says they haven't seen him for ages, which doesn't directly answer if they are still good friends, but implies a lack of contact. It's ambiguous but leans towards 'no' or 'uncertain'.",3,20260824T093740Z_5937923c
1202,"Person B is sending an application, answering 'yes' to looking for a job.",7,20260824T093740Z_5937923c
1203,"Person B trains with him, answering 'yes' to knowing him.",7,20260824T093740Z_5937923c
1204,"Person B mentions a death, which is a non-sequitur to property ownership, making the answer ambiguous/irrelevant.",4,20260824T093740Z_5937923c
1205,"Person B provides distance, answering 'yes' to the implication that it takes long.",6,20260824T093740Z_5937923c
1206,"Person B provides drive time, answering 'yes' to the implication that it takes long.",6,20260824T093740Z_5937923c
1207,"Person B says there is a delay, answering 'no' to being home by noon.",2,20260824T093740Z_5937923c
1208,"Person B says there is still some left, answering 'no' to whether they have bought cereal (implying they already had some, or they haven't bought more). Actually, if there is still some left, it implies they have cereal. The question is 'Have you bought cereal?'. If they have it, they likely bought it. However, the context usually implies 'Have you bought [new] cereal?'. It's slightly ambiguous but leans 'yes'.",5,20260824T093740Z_5937923c
1209,"Person B says it's not due for three months, answering 'no' to having started writing it (or at least not being in a rush).",2,20260824T093740Z_5937923c
1210,"Person B mentions traffic, answering 'yes' to the implication that they will be late.",6,20260824T093740Z_5937923c
1211,"Person B says she is vegetarian, answering 'no' to going to a steak house.",1,20260824T093740Z_5937923c
1212,"Person B says he has the flu, answering 'yes' to being home (staying home due to illness).",6,20260824T093740Z_5937923c
1213,"Person B says she runs every day, answering 'yes' to the implication of being active/training.",6,20260824T093740Z_5937923c
1214,"Person B says she just woke up, answering 'no' to having had breakfast already.",1,20260824T093740Z_5937923c
1215,"Person B says it comes out next week, answering 'no' to having seen it (if it's not out yet).",1,20260824T093740Z_5937923c
1216,"Person B says they have used one before, answering 'yes' to knowing how to use a drill.",7,20260824T093740Z_5937923c
1217,"Person B says they are celebrating, answering 'no' to having failed the exam.",1,20260824T093740Z_5937923c
1218,"Person B says they are moving tomorrow, which is a different topic from breaking up, making it ambiguous/irrelevant.",4,20260824T093740Z_5937923c
1219,"Person B says he was always falling behind, answering 'yes' to being fired (as a reason).",6,20260824T093740Z_5937923c
1220,"Person B says the region is famous for surfing, answering 'yes' to there being big waves.",7,20260824T093740Z_5937923c
1221,"Person B says it is quite rough, answering 'no' to it being safe to swim.",1,20260824T093740Z_5937923c
1222,"Person B says they work at an NGO, answering 'no' to making a lot of money (implied).",2,20260824T093740Z_5937923c
1223,"Person B says he has authored many books, answering 'yes' to being famous.",6,20260824T093740Z_5937923c
1224,"Person B says they are still analyzing, answering 'no' to having presented it.",1,20260824T093740Z_5937923c
1225,"Person B says they are endangered, answering 'yes' to the implication of legality/protection.",5,20260824T093740Z_5937923c
1226,"Person B says they enrolled at the gym, answering 'yes' to having lost weight (as a method/context).",5,20260824T093740Z_5937923c
1227,"Person B says the thesis is not complete, answering 'no' to having graduated.",1,20260824T093740Z_5937923c
1228,"Person B says hair was too long, answering 'yes' to having had long hair.",7,20260824T093740Z_5937923c
1229,"Person B says it was a business trip, answering 'no' to having time for sightseeing.",2,20260824T093740Z_5937923c
1230,"Person B says they need a larger one, answering 'no' to the one room flat being enough.",1,20260824T093740Z_5937923c
1231,"Person B says the deadline is tomorrow, answering 'yes' to being stressed about the project.",6,20260824T093740Z_5937923c
1232,"Person B says they slept four hours, answering 'yes' to being tired.",7,20260824T093740Z_5937923c
1233,"Person B says the offer expired, answering 'no' to the flight being discounted.",1,20260824T093740Z_5937923c
1234,"Person B says it got wounded, answering 'yes' to bringing the cat to the vet.",7,20260824T093740Z_5937923c
1235,"Person B says Mark is missing, answering 'no' to being ready to go.",1,20260824T093740Z_5937923c
1237,"Person B says they are Chinese, answering 'yes' to being able to cook Cantonese rice.",7,20260824T093740Z_5937923c
1238,"Person B says the line went dead, answering 'no' to having told him (as an explanation for the interruption).",2,20260824T093740Z_5937923c
1239,"Person B says they have domestics, answering 'yes' to the house being tidy.",6,20260824T093740Z_5937923c
1240,"Person B says they just opened, answering 'no' to having tried it yet.",1,20260824T093740Z_5937923c
1241,"Person B says the house is full of history books, answering 'yes' to having a passion for history.",6,20260824T093740Z_5937923c
1243,"Person B says they have only a few guests, answering 'yes' to the saucepan being big enough (contextually, if there are few guests, a small saucepan might be enough).",5,20260824T093740Z_5937923c
1244,"Person B says they only have one week off, answering 'no' to a two week trip.",1,20260824T093740Z_5937923c
1245,"Person B says they are going to have a baby, answering 'yes' to avoiding alcohol (as a reason).",6,20260824T093740Z_5937923c
1247,"Person B says they still owe money, answering 'no' to having gotten a new loan (or answering 'no' to having paid debts).",1,20260824T093740Z_5937923c
1248,"Person B says he only had water, answering 'no' to being drunk.",1,20260824T093740Z_5937923c
1249,"Person B says they own an orchard, answering 'no' to buying fruit in the supermarket (implying they grow it).",2,20260824T093740Z_5937923c
1250,"Person B says he is 25, answering 'no' to being in elementary school.",1,20260824T093740Z_5937923c
1251,"Person B says it is expensive, answering 'no' to it being an option (due to cost).",2,20260824T093740Z_5937923c
1252,"Person B says she made a transfer, answering 'yes' to accepting the deal.",7,20260824T093740Z_5937923c
1253,"Person B says they cannot swim, answering 'no' to going to the pool.",1,20260824T093740Z_5937923c
1254,"Person B says they are healthy again, answering 'no' to still taking pills.",1,20260824T093740Z_5937923c
1255,"Person B says people are not allowed closer, answering 'yes' to the area being contaminated.",6,20260824T093740Z_5937923c
1256,"Person B says they watered them regularly, answering 'yes' to the plants being alive.",7,20260824T093740Z_5937923c
1257,"Person B says he was already dead, answering 'no' to the artwork being created by him in 1981.",1,20260824T093740Z_5937923c
1258,"Person B says the ice is thick, answering 'yes' to it being ice skating season.",7,20260824T093740Z_5937923c
1259,"Person B says they are in the advanced course, answering 'no' to being a beginner.",1,20260824T093740Z_5937923c
1260,"Person B says they have seen a doctor, answering 'yes' to having been sick.",7,20260824T093740Z_5937923c
1261,"Person B says they went out, answering 'no' to staying home.",1,20260824T093740Z_5937923c
1262,"Person B says they voted yesterday, answering 'yes' to being able to elect a representative.",7,20260824T093740Z_5937923c
1263,"Person B says it is spotless, answering 'yes' to being back from the car wash.",7,20260824T093740Z_5937923c
1264,"Person B says they submitted a blank sheet, answering 'no' to writing a good exam.",1,20260824T093740Z_5937923c
1265,"Person B says she just got into the changing room, answering 'no' to being on the field.",1,20260824T093740Z_5937923c
1266,"Person B says he was compensated, answering 'yes' to settling the lawsuit.",7,20260824T093740Z_5937923c
1267,"Person B says no one has responded, answering 'no' to having sold the house.",1,20260824T093740Z_5937923c
1268,"Person B says he does not play any instrument, answering 'no' to being in the band.",1,20260824T093740Z_5937923c
1269,"Person B says he has been in Japan, answering 'yes' to having tried sushi.",7,20260824T093740Z_5937923c
1270,"Person B says they are aiming for the mountain top, answering 'yes' to the way going uphill.",6,20260824T093740Z_5937923c
1271,"Person B says the customer received it, answering 'yes' to the package being shipped.",7,20260824T093740Z_5937923c
1273,"Person B says she skipped lessons, answering 'no' to being dedicated.",1,20260824T093740Z_5937923c
1274,"Person B says the resolution is poor, answering 'yes' to eyes getting strained.",6,20260824T093740Z_5937923c
1275,"Person B says she graduated, answering 'yes' to being a doctor.",7,20260824T093740Z_5937923c
1276,"Person B says it is private property, answering 'no' to having been inside (implying it's restricted).",2,20260824T093740Z_5937923c
2101,"Person B says they need to revise, answering 'yes' to having to study.",7,20260824T093740Z_5937923c
2102,"Person B says there is a new movie, answering 'yes' to something coming out in cinemas.",7,20260824T093740Z_5937923c
2103,"Person B says it is chilly, answering 'yes' to it being cold.",7,20260824T093740Z_5937923c
2105,"Person B says they have heard good things, answering 'yes' to knowing something about the novel.",6,20260824T093740Z_5937923c
2106,"Person B says they pulled a muscle, answering 'yes' to getting injured.",7,20260824T093740Z_5937923c
2107,"Person B says they cannot find it, answering 'yes' to having lost it.",7,20260824T093740Z_5937923c
2108,"Person B says it is minus 20, answering 'yes' to it being cold.",7,20260824T093740Z_5937923c
2109,"Person B says they entered a church, answering 'yes' to being in a religious building.",7,20260824T093740Z_5937923c
2110,"Person B says they are training hard, answering 'yes' to workouts being difficult.",6,20260824T093740Z_5937923c
2113,"Person B says they have been working on an exhausting task, answering 'yes' to working today.",7,20260824T093740Z_5937923c
2114,"Person B says they did not bring their bikini, answering 'no' to having swimming gear with them.",1,20260824T093740Z_5937923c
2115,"Person B says they do not have time, answering 'no' to being free.",1,20260824T093740Z_5937923c
2116,"Person B says they watched it last month, answering 'no' to watching it yesterday.",1,20260824T093740Z_5937923c
2117,"Person B says they are on a diet, answering 'no' to eating more than usual.",1,20260824T093740Z_5937923c
2118,"Person B says they are Muslim, answering 'no' to practicing Hinduism.",1,20260824T093740Z_5937923c
2119,"Person B says their head is spinning, answering 'yes' to feeling ok (in a sarcastic or negative sense, but the answer is 'no' to feeling good).",1,20260824T093740Z_5937923c
2120,"Person B says they are tired, answering 'no' to feeling energetic.",1,20260824T093740Z_5937923c
2121,"Person B says they are broke, answering 'no' to having money saved up.",1,20260824T093740Z_5937923c
2122,"Person B says they have used one before, answering 'yes' to it being their first experience (in the sense of having experience). Wait, 'Is it your first experience?' 'I have used one already' answers 'no'.",1,20260824T093740Z_5937923c
2123,"Person B says it is 11 p.m., answering 'no' to it being morning.",1,20260824T093740Z_5937923c
2124,"Person B says they have a hangover, answering 'no' to feeling good.",1,20260824T093740Z_5937923c
2125,"Person B says they are diabetic, answering 'no' to being free of chronic disease.",1,20260824T093740Z_5937923c
2127,"Person B says they get seasick, answering 'no' to feeling well on boats.",1,20260824T093740Z_5937923c
2128,"Person B says the toothache is gone, answering 'no' to teeth still hurting.",1,20260824T093740Z_5937923c
2129,"Person B says they have several bus stops, answering 'yes' to there being many stations.",6,20260824T093740Z_5937923c
2130,"Person B says they should not staple them, answering 'no' to being allowed to staple.",1,20260824T093740Z_5937923c
2131,"Person B says it is very light, answering 'no' to it weighing much.",1,20260824T093740Z_5937923c
2132,"Person B says they have to get up at 5 am, answering 'yes' to needing to wake up early.",7,20260824T093740Z_5937923c
2134,"Person B says French is their native language, answering 'no' to Spanish being their mother tongue.",1,20260824T093740Z_5937923c
2135,"Person B says it does not work, answering 'yes' to the remote being unusable.",7,20260824T093740Z_5937923c
2136,"Person B says wolves are common, answering 'yes' to there being wild animals.",7,20260824T093740Z_5937923c
2137,"Person B says they only have cacti, answering 'no' to having trees in the garden.",1,20260824T093740Z_5937923c
2138,"Person B says they need it for travelling, answering 'yes' to the passport being necessary.",7,20260824T093740Z_5937923c
2139,"Person B says they have a sandwich, answering 'no' to having brought pie.",1,20260824T093740Z_5937923c
2140,"Person B says they have to go out soon, answering 'yes' to being about to leave.",7,20260824T093740Z_5937923c
2141,"Person B says they are starving, answering 'yes' to being hungry.",7,20260824T093740Z_5937923c
2144,"Person B says they drink tea all the time, answering 'yes' to consuming hot drinks.",7,20260824T093740Z_5937923c
2145,"Person B says there is too much light, answering 'yes' to the room being bright.",7,20260824T093740Z_5937923c
2146,"Person B says they will be abroad, answering 'no' to staying in town.",1,20260824T093740Z_5937923c
2147,"Person B says they are having soup, answering 'yes' to eating something.",7,20260824T093740Z_5937923c
2148,"Person B says it just started pouring, answering 'yes' to it raining already.",7,20260824T093740Z_5937923c
2149,"Person B says they do not drink, answering 'no' to consuming alcohol.",1,20260824T093740Z_5937923c
2150,"Person B says there is a dishwasher, which is irrelevant to whether everything was taken away, but could imply 'yes' if the kitchen is being set up. However, it's a non-sequitur.",4,20260824T093740Z_5937923c
2151,"Person B says they gave away their racket, answering 'no' to still having equipment.",1,20260824T093740Z_5937923c
2152,"Person B says they do not eat spicy dishes, answering 'no' to consuming all types of food.",1,20260824T093740Z_5937923c
2153,"Person B says they live right next to you, answering 'yes' to being neighbours.",7,20260824T093740Z_5937923c
2155,"Person B says they understand everything now, answering 'no' to still being confused.",1,20260824T093740Z_5937923c
2156,"Person B says their chest hurts, answering 'yes' to feeling pain.",7,20260824T093740Z_5937923c
2157,"Person B says they are in summer, answering 'no' to it being winter.",1,20260824T093740Z_5937923c
2159,"Person B says they cut their finger, answering 'yes' to getting hurt.",7,20260824T093740Z_5937923c
2160,"Person B says there is dust everywhere, answering 'yes' to the living room being dirty.",7,20260824T093740Z_5937923c
2161,"Person B says they brought theirs, answering 'no' to having left it at home.",1,20260824T093740Z_5937923c
2162,"Person B says their lips are chapped, answering 'yes' to them being damaged.",7,20260824T093740Z_5937923c
2163,"Person B says they work early tomorrow, answering 'no' to doing the afternoon shift.",1,20260824T093740Z_5937923c
2164,"Person B says they plan to eat at a restaurant, answering 'no' to having dinner at home.",1,20260824T093740Z_5937923c
2165,"Person B says they have grown a lot, answering 'yes' to being taller than last time.",7,20260824T093740Z_5937923c
2166,"Person B says lunch is ready, answering 'yes' to having finished cooking.",7,20260824T093740Z_5937923c
2167,"Person B says the exercise is complicated, answering 'yes' to having difficult homework.",7,20260824T093740Z_5937923c
2168,"Person B says they are not sure, answering 'no' to having decided.",1,20260824T093740Z_5937923c
2169,"Person B says they smoke cigars only, answering 'no' to smoking cigarettes.",1,20260824T093740Z_5937923c
2170,"Person B says they type on a laptop, answering 'no' to writing on paper.",1,20260824T093740Z_5937923c
2171,"Person B says the stove was not delivered, answering 'yes' to the kitchen being incomplete.",7,20260824T093740Z_5937923c
2172,"Person B says cars are stolen regularly, answering 'yes' to car theft occurring often.",7,20260824T093740Z_5937923c
2173,"Person B says the wardrobe is full, answering 'no' to having room.",1,20260824T093740Z_5937923c
2174,"Person B says laundry is piling up, answering 'yes' to there being a lot to wash.",7,20260824T093740Z_5937923c
2175,"Person B says they can have a relaxed breakfast, answering 'yes' to taking time for breakfast.",7,20260824T093740Z_5937923c
2201,"Person B says they need to revise, answering 'yes' to studying together (as in, they are prepared to study).",6,20260824T093740Z_5937923c
2202,"Person B says there is a new movie, answering 'yes' to going to the cinema.",6,20260824T093740Z_5937923c
2203,"Person B says it is chilly, answering 'yes' to closing the window.",6,20260824T093740Z_5937923c
2205,"Person B says they have heard good things, answering 'yes' to wanting to borrow the book (as in, interest).",5,20260824T093740Z_5937923c
2206,"Person B says they pulled a muscle, answering 'no' to skipping class (as a reason not to go, or implying they can't). Actually, it's a reason why they *can't* go, so 'no' to the suggestion of skipping? No, it's a reason why they *shouldn't* or *can't*. It's ambiguous.",4,20260824T093740Z_5937923c
2207,"Person B says they cannot find their phone, answering 'yes' to needing a phone.",6,20260824T093740Z_5937923c
2208,"Person B says it is minus 20, answering 'yes' to needing a coat.",7,20260824T093740Z_5937923c
2209,"Person B says they entered a church, answering 'yes' to turning off phones.",7,20260824T093740Z_5937923c
2210,"Person B says they are training hard, answering 'yes' to wanting a protein shake.",6,20260824T093740Z_5937923c
2213,"Person B says they are working on an exhausting task, answering 'yes' to taking a break.",2,20260824T093740Z_5937923c
2214,"Person B says they did not bring a bikini, answering 'no' to going to the lake (if they need one).",2,20260824T093740Z_5937923c
2215,"Person B says they do not have time, answering 'no' to coming to the talk.",1,20260824T093740Z_5937923c
2216,"Person B says they watched it last month, answering 'no' to watching it tonight.",1,20260824T093740Z_5937923c
2217,"Person B says they are on a diet, answering 'no' to wanting dessert.",1,20260824T093740Z_5937923c
2218,"Person B says they are Muslim, answering 'no' to wanting pork.",1,20260824T093740Z_5937923c
2219,"Person B says their head is spinning, answering 'no' to wanting another beer.",1,20260824T093740Z_5937923c
2220,"Person B says they are tired, answering 'no' to going out.",1,20260824T093740Z_5937923c
2221,"Person B says they are broke, answering 'no' to going on a trip.",1,20260824T093740Z_5937923c
2222,"Person B says they have used one before, answering 'no' to it being their first time.",1,20260824T093740Z_5937923c
2223,"Person B says it is 11 p.m., answering 'no' to going to the cinema (if it's too late).",2,20260824T093740Z_5937923c
2224,"Person B says they have a hangover, answering 'no' to wanting drinks.",1,20260824T093740Z_5937923c
2225,"Person B says they are diabetic, answering 'no' to wanting cake.",1,20260824T093740Z_5937923c
2227,"Person B says they get seasick, answering 'no' to joining the cruise.",1,20260824T093740Z_5937923c
2228,"Person B says the toothache is gone, answering 'no' to needing painkillers.",1,20260824T093740Z_5937923c
2229,"Person B says they have several bus stops, answering 'no' to wanting the seat (as they are traveling).",2,20260824T093740Z_5937923c
2230,"Person B says they should not staple, answering 'no' to wanting the stapler.",1,20260824T093740Z_5937923c
2231,"Person B says it is very light, answering 'no' to needing help.",1,20260824T093740Z_5937923c
2232,"Person B says they have to get up at 5 am, answering 'yes' to setting the alarm.",7,20260824T093740Z_5937923c
2234,"Person B says French is their native language, answering 'yes' to checking spelling.",7,20260824T093740Z_5937923c
2235,"Person B says it does not work, answering 'yes' to changing batteries.",7,20260824T093740Z_5937923c
2236,"Person B says wolves are common, answering 'yes' to locking up cattle (as a precaution).",6,20260824T093740Z_5937923c
2237,"Person B says they only have cacti, answering 'no' to watering plants (as in, they don't need much).",2,20260824T093740Z_5937923c
2238,"Person B says they need it for traveling, answering 'yes' to packing the passport.",7,20260824T093740Z_5937923c
2239,"Person B says they have a sandwich, answering 'no' to wanting food (if they are already eating).",2,20260824T093740Z_5937923c
2240,"Person B says they have to go out soon, answering 'yes' to waking the kids.",6,20260824T093740Z_5937923c
2241,"Person B says they are starving, answering 'yes' to offering biscuits.",7,20260824T093740Z_5937923c
2244,"Person B says they drink tea all the time, answering 'yes' to using the kettle.",7,20260824T093740Z_5937923c
2245,"Person B says there is too much light, answering 'yes' to turning down the dimmer.",7,20260824T093740Z_5937923c
2246,"Person B says they will be abroad, answering 'no' to coming to the party.",1,20260824T093740Z_5937923c
2247,"Person B says they are having soup, answering 'yes' to wanting a spoon.",7,20260824T093740Z_5937923c
2248,"Person B says it just started pouring, answering 'yes' to wanting an umbrella.",7,20260824T093740Z_5937923c
2249,"Person B says they do not drink, answering 'no' to wanting wine.",1,20260824T093740Z_5937923c
2250,"Person B says there is a dishwasher, answering 'no' to doing the dishes (as it's already handled).",1,20260824T093740Z_5937923c
2251,"Person B says they gave away their racket, answering 'no' to playing tennis.",1,20260824T093740Z_5937923c
2252,"Person B says they do not eat spicy dishes, answering 'no' to getting Mexican food.",1,20260824T093740Z_5937923c
2253,"Person B says they live right next to you, answering 'no' to needing a ride (as they are already there).",1,20260824T093740Z_5937923c
2255,"Person B says they understand everything, answering 'no' to needing an explanation.",1,20260824T093740Z_5937923c
2256,"Person B says their chest hurts, answering 'yes' to calling the doctor.",7,20260824T093740Z_5937923c
2257,"Person B says they are in summer, answering 'no' to wanting an extra blanket.",1,20260824T093740Z_5937923c
2259,"Person B says they cut their finger, answering 'yes' to wanting a plaster.",7,20260824T093740Z_5937923c
2260,"Person B says there is dust everywhere, answering 'yes' to sweeping.",7,20260824T093740Z_5937923c
2261,"Person B says they brought theirs, answering 'no' to wanting toothpaste.",1,20260824T093740Z_5937923c
2262,"Person B says their lips are chapped, answering 'yes' to wanting lip balm.",7,20260824T093740Z_5937923c
2263,"Person B says they work early, answering 'no' to joining for drinks.",1,20260824T093740Z_5937923c
2264,"Person B says they plan to eat at a restaurant, answering 'no' to cooking for both.",1,20260824T093740Z_5937923c
2265,"Person B says they have grown a lot, answering 'yes' to pruning the hedges (as a reason why they need it).",6,20260824T093740Z_5937923c
2266,"Person B says lunch is ready, answering 'yes' to setting the table.",7,20260824T093740Z_5937923c
2267,"Person B says the exercise is complicated, answering 'yes' to wanting a calculator.",7,20260824T093740Z_5937923c
2268,"Person B says they are not sure, answering 'no' to buying tickets.",1,20260824T093740Z_5937923c
2269,"Person B says they smoke cigars only, answering 'no' to wanting a cigarette.",1,20260824T093740Z_5937923c
2270,"Person B says they type on a laptop, answering 'no' to wanting paper.",1,20260824T093740Z_5937923c
2271,"Person B says the stove was not delivered, answering 'no' to getting delivery food (as the kitchen is not ready).",2,20260824T093740Z_5937923c
2272,"Person B says cars are stolen regularly, answering 'yes' to locking the car.",6,20260824T093740Z_5937923c
2273,"Person B says the wardrobe is full, answering 'no' to going shopping.",1,20260824T093740Z_5937923c
2274,"Person B says laundry is piling up, answering 'yes' to doing the laundry.",7,20260824T093740Z_5937923c
2275,"Person B says they can have a relaxed breakfast, answering 'yes' to wanting pancakes.",6,20260824T093740Z_5937923c
