id,score,rationale
1260,5,"Seeing a doctor suggests being sick, but it is not explicit."
1261,1,Going out with friends means they did not go to bed early.
1262,7,Voting yesterday directly indicates the members could elect a representative.
1263,7,Spotless directly means the car is back clean from the wash.
1264,1,Submitting a blank sheet means they did not write a good exam.
1265,1,Being in the changing room means she is not dressed for the tennis game yet.
1266,5,"Being compensated suggests he settled the lawsuit, but compensation could come from other causes."
1267,1,No one has responded means the house has not been sold.
1268,1,Not playing any instrument means he is not part of a marching band.
1269,5,"Being in Japan for several months suggests he has tried sushi, but it is not certain."
1270,7,Aiming for the mountain top directly means the whole way is uphill.
1271,7,The customer received it directly means the package was shipped to the customer.
1273,1,Skipping the last four lessons means she is not very dedicated to the course.
1274,5,"A really poor monitor resolution can cause eye strain, but the answer is indirect."
1275,7,Graduating from medical school clearly means she is a medical doctor.
1276,1,"Private property means you have not been inside that building legally or at all, so likely no."
2101,5,"Needing to revise topics suggests yes, but it is phrased indirectly."
2102,5,"An interesting new movie suggests something has come out recently, but not explicitly yes."
2103,7,Quite chilly directly answers yes to it being cold.
2105,5,"Heard good things about that book suggests some knowledge about the novel, but not direct familiarity."
2106,5,"Pulling a muscle last time suggests injury at yoga class, but it is not fully explicit."
2107,7,Cannot find my phone directly means they have lost it.
2108,7,Minus 20 degrees clearly means it is cold outside.
2109,7,Just entered a church directly means they are in a religious building.
2110,7,Training very hard directly supports that workouts are usually difficult.
2113,5,"Working on an exhausting task suggests yes, but it is indirect."
2114,2,Not bringing a bikini suggests they do not have swimming gear with them.
2115,1,Not having time means they are not free at the moment.
2116,2,Watching it last month means they did not watch it yesterday.
2117,2,Being on a diet suggests they are not eating more than usual.
2118,1,Being a Muslim means they do not practise Hinduism.
2119,7,Head spinning after beers clearly means they are not feeling ok.
2120,1,Very tired means they are not feeling energetic.
2121,1,Being broke means they do not have money saved up.
2122,7,Having used one already in the past directly answers yes.
2123,1,11 p.m. means it is not morning in Los Angeles.
2124,1,Having a hangover means they are not feeling good.
2125,1,Being diabetic means they are not free of chronic disease.
2127,1,Usually getting seasick means they do not feel well on boats.
2128,7,My toothache is gone directly means the teeth are no longer hurting.
2129,5,"Several bus stops before destination suggests there are many stations on the way, though it is not exact."
2130,5,"Should not staple them implies it is not allowed, but the wording is slightly indirect."
2131,7,Very light directly answers that the luggage does not weigh much.
2132,7,"Having to get up at 5 am directly means yes, they need to wake up early."
2134,1,French being the native language means Spanish is not the mother tongue.
2135,7,Does not work directly means the remote is still unusable.
2136,7,Wolves are very common here directly means there are wild animals in the region.
2137,2,Only having cacti means there are trees in the garden is likely no.
2138,7,Needing it for travelling directly means the passport is necessary for taking the plane.
2139,1,Having a sandwich means they did not bring pie for lunch.
2140,5,"Having to go out soon suggests the kids are about to leave, but it is indirect."
2141,7,Starving directly means already hungry.
2144,7,Drinking tea all the time directly means they often consume hot drinks.
2145,7,Too much light in here directly means the room is very bright.
2146,1,Being abroad then means they will not stay in town till Friday.
2147,7,Having a soup directly means they are eating something.
2148,7,Just started pouring directly means it is raining already.
2149,1,Not drinking means they do not consume alcohol.
2150,4,A dishwasher in the kitchen does not clearly answer whether everything was taken away; it is ambiguous and only loosely related.
2151,1,Giving away the racket ages ago means they do not still have tennis equipment.
2152,1,Not eating spicy dishes means they do not consume all types of food.
2153,7,Living right next to you directly means they are neighbors.
2155,1,Understanding everything now means they are not still confused.
2156,7,Chest hurts a lot directly means there is pain in the upper body.
2157,1,Middle of summer means it is not winter there.
2159,7,Cut my finger while cooking directly means they got hurt.
2160,7,Dust all over the floor directly means the living room is dirty.
2161,1,Having brought mine means they have not left toothpaste at home.
2162,7,Chapped lips directly means the lips got damaged by the wind.
2163,1,Working early tomorrow morning means they are not doing the afternoon shift tomorrow.
2164,1,Planning to eat at a restaurant means they are not going to have dinner at home.
2165,7,They have grown a lot recently directly means the hedges are taller than last time.
2166,7,Lunch is now ready directly means cooking is finished.
2167,7,Very complicated directly means the homework is difficult.
2168,4,Not sure where to go yet does not clearly answer whether a destination has been decided; it is ambiguous.
2169,2,Smoking cigars only means they do not smoke cigarettes.
2170,2,Usually typing on a laptop means they are not writing on paper.
2171,2,A stove not delivered yet means the kitchen is still incomplete.
2172,7,Cars get stolen regularly here directly means car theft occurs often.
2173,1,Completely full of clothes means there is no room in the wardrobe.
2174,7,Dirty laundry piling up directly means there is a lot of laundry to wash.
2175,5,"Having a relaxed breakfast suggests yes, but it is not a direct confirmation of taking time for breakfast."
2201,5,"Needing to revise topics suggests studying together could make sense, but it is indirect."
2202,5,"An interesting new movie suggests going to the cinema, but it is not a direct yes."
2203,5,"It is quite chilly suggests closing the window, but it is indirect."
2205,4,"Heard good things about that book is related to borrowing it, but does not clearly answer yes or no."
2206,5,"Pulled a muscle last time suggests skipping yoga class, but it is indirect."
2207,2,"Cannot find my phone suggests they do not want to use the offered phone, or at least not clearly yes."
2208,7,Minus 20 degrees directly means they need a coat.
2209,7,Just entered a church directly supports turning off phones.
2210,7,Training very hard directly supports wanting a protein shake.
2213,2,"Working on an exhausting task suggests they should not take a break, so likely no."
2214,2,"Not bringing a bikini suggests they should not go to the lake, so likely no."
2215,1,Not having time means they are not coming to the talk.
2216,1,"Watching it last month means they should not watch Titanic tonight again, so no."
2217,1,Being on a diet means they likely do not want dessert.
2218,1,Being Muslim means they do not want pork.
2219,1,Having a spinning head after beers means they do not want another beer.
2220,1,Being very tired means they likely do not want to go out.
2221,1,Being broke means they likely do not want to go on a trip.
2222,5,"Having used one already suggests they may not need help, but it is only indirect."
2223,1,"11 p.m. means it is not a good time to go to the cinema, so likely no."
2224,1,Having a hangover means they do not want drinks.
2225,1,Being diabetic means they do not want cake.
2227,1,Usually getting seasick means they do not want to join a sea cruise.
2228,1,"If the toothache is gone, they do not want painkillers."
2229,2,Having several bus stops left means they do not need a ride home.
2230,1,Should not staple them means they do not want the stapler.
2231,2,Very light luggage means they do not need help with it.
2232,7,"Having to get up at 5 am directly means yes, set the alarm for tomorrow."
2234,1,"French being the native language means there is no need to check French spelling, so likely no."
2235,7,"It does not work directly means yes, change the remote's batteries."
2236,7,"Wolves are very common here directly means yes, lock up the cattle."
2237,2,"Only having cacti means there are no plants needing watering, so likely no."
2238,7,"Needing it for travelling directly means yes, pack the passport."
2239,2,Having a sandwich means they do not want more food.
2240,5,"Having to go out soon suggests waking the kids, but it is indirect."
2241,7,"Starving directly means yes, offer biscuits."
2244,7,"Drinking tea all the time directly means yes, use the kettle."
2245,7,"Too much light in here directly means yes, turn down the dimmer."
2246,1,Being abroad then means they are not coming to the party this Friday.
2247,7,"Having a soup directly means yes, they want a spoon."
2248,7,"It just started pouring directly means yes, they would like an umbrella."
2249,1,Not drinking directly means they do not want wine.
2250,2,Having a dishwasher means they likely do not need help doing the dishes.
2251,1,Giving away the racket ages ago means they do not want to play tennis.
2252,1,Not eating spicy dishes means they do not want Mexican food.
2253,1,Living right next to you means they do not want a ride home.
2255,7,"Understanding everything now directly means yes, explain it again is unnecessary."
2256,7,"Chest hurts a lot directly means yes, call the doctor."
2257,1,Middle of summer means they do not want an extra blanket.
2259,7,"Cut my finger while cooking directly means yes, a plaster would help."
2260,7,"Dust all over the floor directly means yes, sweep the living room."
2261,1,Having brought mine means they do not want toothpaste.
2262,7,"Chapped lips directly means yes, they want lip balm."
2263,1,Working early tomorrow morning means they are not joining for drinks tonight.
2264,1,Planning to eat at a restaurant means they do not want you to cook for both of you.
2265,7,"They have grown a lot recently directly means yes, prune the hedges."
2266,7,"Lunch is now ready directly means yes, set the table."
2267,5,"A complicated math exercise suggests a calculator would help, but it is not explicit."
2268,1,Not sure where to go yet means they should not buy train tickets yet.
2269,1,Smoking cigars only means they do not want a cigarette.
2270,1,Usually typing on a laptop means they do not want paper.
2271,2,"If the stove was not delivered yet, delivery food is more likely needed, but the answer is still not a direct yes."
2272,7,"Cars get stolen regularly here directly means yes, lock your car."
2273,1,A wardrobe completely full of clothes means they do not want to shop for clothes.
2274,7,"Dirty laundry piling up directly means yes, do the laundry."
2275,5,"Having a relaxed breakfast suggests yes, but it is indirect."
