id,rationale,score,run_id
2117,"Being on a diet might imply eating less or differently, not necessarily more.",1,20260824T093740Z_5937923c
2118,Being a Muslim implies not practising Hinduism.,1,20260824T093740Z_5937923c
2119,Having a spinning head after beers implies not feeling ok.,1,20260824T093740Z_5937923c
2120,Being very tired implies not feeling energetic.,1,20260824T093740Z_5937923c
2121,Being broke implies not having money saved up.,1,20260824T093740Z_5937923c
2122,Having used a chain saw before implies experience with it.,1,20260824T093740Z_5937923c
2123,It being 11 p.m. in Los Angeles implies it's not morning there.,1,20260824T093740Z_5937923c
2124,Having a hangover implies not feeling good.,1,20260824T093740Z_5937923c
2125,"Being diabetic is a chronic condition, implying not being free of chronic diseases.",1,20260824T093740Z_5937923c
2127,Usually getting seasick implies not feeling well on boats.,1,20260824T093740Z_5937923c
2128,The toothache being gone implies their teeth are not hurting.,1,20260824T093740Z_5937923c
2129,Having several bus stops before their destination implies there are many stations on their way.,7,20260824T093740Z_5937923c
2130,Not being allowed to staple documents implies a specific rule or guideline.,1,20260824T093740Z_5937923c
2131,The luggage being very light implies it doesn't weigh much.,1,20260824T093740Z_5937923c
2132,Having to get up at 5 am implies needing to wake up early.,7,20260824T093740Z_5937923c
2134,French being their native language implies Spanish is not their mother tongue.,1,20260824T093740Z_5937923c
2135,The remote not working implies it's still unusable.,1,20260824T093740Z_5937923c
2136,Wolves being very common implies the presence of wild animals.,7,20260824T093740Z_5937923c
2137,Only having cacti implies not having typical trees.,1,20260824T093740Z_5937923c
2138,Needing a passport for travelling implies it's necessary.,7,20260824T093740Z_5937923c
2139,Having got a sandwich implies not bringing pie.,1,20260824T093740Z_5937923c
2140,The kids having to go out soon implies they are about to leave.,7,20260824T093740Z_5937923c
2141,Being starving implies being hungry.,7,20260824T093740Z_5937923c
2144,Drinking tea all the time implies often consuming hot drinks.,7,20260824T093740Z_5937923c
2145,Having too much light implies the room is very bright.,7,20260824T093740Z_5937923c
2146,Being abroad then implies not staying in town till Friday.,1,20260824T093740Z_5937923c
2147,Having a soup implies eating something.,7,20260824T093740Z_5937923c
2148,It just starting to pour implies it's raining.,7,20260824T093740Z_5937923c
2149,Not drinking implies not consuming alcohol.,1,20260824T093740Z_5937923c
2150,The presence of a dishwasher doesn't directly imply everything was or wasn't taken away.,4,20260824T093740Z_5937923c
2151,Having given away their racket implies not having tennis equipment anymore.,1,20260824T093740Z_5937923c
2152,Not eating spicy dishes implies not consuming all types of food.,1,20260824T093740Z_5937923c
2153,Living right next to them implies being neighbours.,7,20260824T093740Z_5937923c
2155,Understanding everything now implies not being confused anymore.,1,20260824T093740Z_5937923c
2156,The chest hurting implies feeling pain in the upper body.,7,20260824T093740Z_5937923c
2157,Being in the middle of summer implies it's not winter.,1,20260824T093740Z_5937923c
2159,Having cut their finger implies getting hurt.,7,20260824T093740Z_5937923c
2160,There being dust all over implies the living room is dirty.,7,20260824T093740Z_5937923c
2161,Having brought their toothpaste implies they didn't leave it at home.,1,20260824T093740Z_5937923c
2162,Having chapped lips could be due to the wind.,7,20260824T093740Z_5937923c
2163,Working early tomorrow morning implies not doing the afternoon shift.,1,20260824T093740Z_5937923c
2164,Planning to eat at a restaurant implies not having dinner at home.,1,20260824T093740Z_5937923c
2165,The hedges having grown a lot implies they are taller than before.,7,20260824T093740Z_5937923c
2166,Lunch being ready implies they have finished cooking.,7,20260824T093740Z_5937923c
2167,The math exercise being complicated implies having difficult homework.,7,20260824T093740Z_5937923c
2168,Not being sure where to go implies not having decided on a destination.,1,20260824T093740Z_5937923c
2169,Smoking cigars only implies not smoking cigarettes.,1,20260824T093740Z_5937923c
2170,Usually typing on their laptop implies not writing on paper.,1,20260824T093740Z_5937923c
2171,The new stove not being delivered yet implies the kitchen is still incomplete.,7,20260824T093740Z_5937923c
2172,Cars getting stolen regularly implies car theft occurs often.,7,20260824T093740Z_5937923c
2173,The wardrobe being full implies not having room for more clothes.,1,20260824T093740Z_5937923c
2174,The dirty laundry piling up implies there's a lot to wash.,7,20260824T093740Z_5937923c
2175,Being able to have a relaxed breakfast implies taking some time for it.,7,20260824T093740Z_5937923c
2201,Needing to revise topics is a valid reason to study together.,7,20260824T093740Z_5937923c
2202,There being an interesting new movie is a good reason to go to the cinema.,7,20260824T093740Z_5937923c
2203,It being chilly is a valid reason to close the window.,7,20260824T093740Z_5937923c
2205,Having heard good things about the book is a positive endorsement to borrow it.,7,20260824T093740Z_5937923c
2206,Having pulled a muscle is a valid reason to skip yoga class.,7,20260824T093740Z_5937923c
2207,Not being able to find their phone is a good reason to use someone else's.,7,20260824T093740Z_5937923c
2208,It being minus 20 degrees is a valid reason to need a coat.,7,20260824T093740Z_5937923c
2209,Being in a church is a common reason to turn off phones.,7,20260824T093740Z_5937923c
2210,Training hard is a context where a protein shake might be appreciated.,7,20260824T093740Z_5937923c
2213,Working on an exhausting task is a valid reason to take a break.,7,20260824T093740Z_5937923c
2214,Not having brought a bikini is a reason not to go to the lake if swimming is intended.,1,20260824T093740Z_5937923c
2215,Not having time is a direct reason not to come to the talk.,1,20260824T093740Z_5937923c
2216,Having watched 'Titanic' recently is a reason not to watch it again soon.,1,20260824T093740Z_5937923c
2217,Being on a diet is often a reason to avoid dessert.,1,20260824T093740Z_5937923c
2218,Being a Muslim often implies not eating pork.,1,20260824T093740Z_5937923c
2219,Not feeling well after beers is a reason not to have another.,1,20260824T093740Z_5937923c
2220,Being very tired is a reason not to go out.,1,20260824T093740Z_5937923c
2221,Being broke is a significant reason not to go on a trip.,1,20260824T093740Z_5937923c
2222,"Having used a chain saw before implies some experience, so they might need less help.",1,20260824T093740Z_5937923c
2123,It being 11 p.m. is a reason not to go to the cinema if it's not open or suitable at that hour.,1,20260824T093740Z_5937923c
2124,Having a hangover is a reason not to have more drinks.,1,20260824T093740Z_5937923c
2125,"Being diabetic is a condition that might require avoiding certain foods or drinks, like cake.",1,20260824T093740Z_5937923c
2127,Getting seasick is a valid reason not to join a sea cruise.,1,20260824T093740Z_5937923c
2128,The toothache being gone is a reason not to need painkillers.,1,20260824T093740Z_5937923c
2129,Having several bus stops before their destination is a reason to consider taking their seat.,7,20260824T093740Z_5937923c
2130,Not being allowed to staple them is a reason not to use the stapler.,1,20260824T093740Z_5937923c
2131,The luggage being very light is a reason not to need help with it.,1,20260824T093740Z_5937923c
2132,Having to get up at 5 am is a clear reason to set the alarm clock.,7,20260824T093740Z_5937923c
2134,Being a native French speaker is a reason not to need French spelling checked.,1,20260824T093740Z_5937923c
2135,The remote not working is a reason to consider changing its batteries.,7,20260824T093740Z_5937923c
2136,Wolves being common is a valid reason to lock up cattle.,7,20260824T093740Z_5937923c
2137,Only having cacti is a reason not to water the plants frequently.,1,20260824T093740Z_5937923c
2138,Needing a passport for travelling is a reason to pack it.,7,20260824T093740Z_5937923c
2139,Having got a sandwich is a reason not to need or want more food immediately.,1,20260824T093740Z_5937923c
2140,The kids having to go out soon is a reason to wake them up.,7,20260824T093740Z_5937923c
2141,Being starving is a valid reason to be offered biscuits.,7,20260824T093740Z_5937923c
2144,Drinking tea all the time implies often consuming hot drinks.,7,20260824T093740Z_5937923c
2145,Having too much light is a reason to consider turning down the dimmer.,7,20260824T093740Z_5937923c
2146,Being abroad is a reason not to be at the party.,1,20260824T093740Z_5937923c
2147,Having a soup implies eating something.,7,20260824T093740Z_5937923c
2148,It just starting to pour is a clear indication it's raining.,7,20260824T093740Z_5937923c
2149,Not drinking implies not consuming alcohol.,1,20260824T093740Z_5937923c
2150,The presence of a dishwasher doesn't directly answer the question about everything being taken away.,4,20260824T093740Z_5937923c
2151,Having given away their racket implies not having it anymore.,1,20260824T093740Z_5937923c
2152,Not eating spicy dishes implies dietary restrictions or preferences.,1,20260824T093740Z_5937923c
2153,Living next to them is a clear indication of being neighbours.,7,20260824T093740Z_5937923c
2155,Understanding everything now implies not being confused.,1,20260824T093740Z_5937923c
2156,The chest hurting is a valid reason to call a doctor.,7,20260824T093740Z_5937923c
2157,Being in summer implies it's not winter.,1,20260824T093740Z_5937923c
2159,Having cut their finger is a clear indication of getting hurt.,7,20260824T093740Z_5937923c
2160,There being dust all over is a reason to sweep the living room.,7,20260824T093740Z_5937923c
2161,Having brought their toothpaste implies they didn't forget it.,1,20260824T093740Z_5937923c
2162,Having chapped lips is a valid reason to use lip balm.,7,20260824T093740Z_5937923c
2163,Working early tomorrow is a reason not to join for drinks tonight if it implies an early bedtime.,1,20260824T093740Z_5937923c
2164,Planning to eat at a restaurant is a reason not to cook for both.,1,20260824T093740Z_5937923c
2165,The hedges having grown a lot is a reason to consider pruning them.,7,20260824T093740Z_5937923c
2166,Lunch being ready is a clear indication of having finished cooking.,7,20260824T093740Z_5937923c
2167,The math exercise being complicated is a valid reason to want a calculator.,7,20260824T093740Z_5937923c
2168,Not being sure where to go is a reason not to buy train tickets yet.,1,20260824T093740Z_5937923c
2169,Smoking cigars only is a reason not to be offered cigarettes.,1,20260824T093740Z_5937923c
2170,Usually typing on their laptop is a reason not to need paper.,1,20260824T093740Z_5937923c
2171,The new stove not being delivered is a reason to consider getting delivery food.,7,20260824T093740Z_5937923c
2172,Cars getting stolen regularly is a valid reason to lock one's car.,7,20260824T093740Z_5937923c
2173,The wardrobe being full is a reason not to go shopping for more clothes.,1,20260824T093740Z_5937923c
2174,The dirty laundry piling up is a valid reason to do the laundry.,7,20260824T093740Z_5937923c
2175,Being able to have a relaxed breakfast is a positive indication of taking time for it.,7,20260824T093740Z_5937923c
