id,score,rationale
2244,0.9,Drinking tea all the time strongly suggests wanting to use the kettle.
2245,0.9,Too much light in here clearly means turn down the dimmer.
2246,0.1,Being abroad then means she is not coming to the party this Friday.
2247,0.9,Having a soup clearly means a spoon is wanted.
2248,0.9,It just started pouring clearly means an umbrella would be wanted.
2249,0.1,Not drinking means he does not want wine.
2250,0.1,Having a dishwasher means doing the dishes is not needed.
2251,0.1,Giving away the racket ages ago means they should not play tennis.
2252,0.1,Not eating spicy dishes means they should not get Mexican food.
2253,0.1,Living right next to you means no ride home is needed.
2255,0.1,Understanding everything now means no further explanation is needed.
2256,0.9,Chest hurts a lot clearly means call the doctor.
2257,0.1,Being in the middle of summer means no extra blanket is needed.
2259,0.9,Cutting a finger while cooking clearly means a plaster is wanted.
2260,0.9,Dust all over the floor clearly means sweeping the living room is appropriate.
2261,0.1,Having brought mine means no toothpaste is needed.
2262,0.9,Chapped lips clearly mean lip balm is wanted.
2263,0.1,Working early tomorrow morning means she is not joining for drinks tonight.
2264,0.1,Planning to eat at a restaurant means she does not want the other person to cook.
2265,0.9,They have grown a lot recently clearly means prune the hedges.
2266,0.9,Lunch is now ready clearly means set the table.
2267,0.9,Very complicated math exercise clearly means a calculator would help.
2268,0.1,Not sure where to go yet means do not buy train tickets yet.
2269,0.1,Smoking cigars only means she does not want a cigarette.
2270,0.1,Usually typing on a laptop means she does not want paper.
2271,0.1,"If the stove was not delivered yet, delivery food is not needed in the intended sense."
2272,0.9,Cars get stolen regularly here clearly means lock the car.
2273,0.1,A wardrobe completely full of clothes means they should not go shopping for clothes.
2274,0.9,Dirty laundry piling up clearly means do the laundry.
2275,0.9,Being able to have a relaxed breakfast implies wanting pancakes for breakfast.
